price,description,charge_type,DateUpdated
6.35,SUT VICRYL 2-0 CT-1 VIO 27IN,standard,2020-03-09
6.62,FRAIZER SUCTION HANDLE 12FR,standard,2020-03-09
6.6499999999999995,KEITH ST ABD NDL .034X2.480,standard,2020-03-09
6.69,WHT MINI VESSEL LOOP .8X406MM,standard,2020-03-09
6.72,FRAIZER SUCTION HANDLE 10FR,standard,2020-03-09
6.7700000000000005,NEOPRENE SURG GLOVE SZ 8.0,standard,2020-03-09
6.79,STD PREP BLADE SURG CLIPPER,standard,2020-03-09
6.93,LG REINFORCED SURG GOWN,standard,2020-03-09
6.930000000000001,WEBRIL CASTING 6IN X 4YD,standard,2020-03-09
7.0,MEDALLION RED PLUNG SYR 1CC,standard,2020-03-09
7.0,YEL MEDALLION SYR 3MM,standard,2020-03-09
7.279999999999999,COBAN S/ADH WRAP 4INX5YD,standard,2020-03-09
7.36,POLYSORB 0 VIO GU-45 SUT 30IN,standard,2020-03-09
7.56,BLK SILK 2-0 S-305 SUT 30IN,standard,2020-03-09
7.840000000000001,LAP SPONGE W/RING 18X18IN,standard,2020-03-09
7.879999999999999,STL MUCOUS SPEC TRAP 40CC,standard,2020-03-09
8.02,NONDEHP EXT STD BORE CATH,standard,2020-03-09
8.05,TBG HP ROT FEM LL 1200PSI 30IN,standard,2020-03-09
8.190000000000001,SURG U DRAPE 60X70IN,standard,2020-03-09
8.23,LG HORIZON LIGATING CLIP,standard,2020-03-09
8.23,SPIRAL SNARE WIRE 230CM,standard,2020-03-09
8.4,SCREW SLF TAP 1.7MM MARKER,standard,2020-03-09
8.4,MARKER F SCREW SLF DRILL 1.2,standard,2020-03-09
8.47,MONOSOF 4-0 P-12 SUT 18IN,standard,2020-03-09
8.51,P-13 5-0 MONOSOF SUT 18IN,standard,2020-03-09
8.58,SUT POLYSORB 6-0 P-10 18IN U/D,standard,2020-03-09
8.61,TEGO STL CONNECTOR,standard,2020-03-09
8.68,MEPILEX LITE FOAM DSG 4X4IN,standard,2020-03-09
8.75,POLYSORB 4-0 P-2 SUT 30IN,standard,2020-03-09
8.92,FLUROSCOPE DRAPE 35X43IN,standard,2020-03-09
8.93,MED MAGNETIC INSTRUMENT PAD,standard,2020-03-09
8.959999999999999,POLYSORB 5-0 P-12 SUT 18IN,standard,2020-03-09
8.96,I-SPEAR LT BLU EYE SPONGE,standard,2020-03-09
8.96,POLYSORB 4-0 CV-23 SUT 30IN,standard,2020-03-09
8.99,200/CS INST HOLDER (ETXSK400),standard,2020-03-09
9.07,WHT FIBERGLASS CASTING 3INX4YD,standard,2020-03-09
9.100000000000001,ORN SMALL GRINDLESS BEVEL,standard,2020-03-09
9.209999999999999,PIV PURP SURG CLIPPER BLADE,standard,2020-03-09
9.379999999999999,MONOSOF 4-0 P-13 SUT 18IN,standard,2020-03-09
9.38,MONOSOF 5-0 BLK P-13 SUT 18IN,standard,2020-03-09
9.45,PERC ENTRY NDL 18G X 5.0CM,standard,2020-03-09
9.45,PERC ENTRY NDL 18GX7.0,standard,2020-03-09
9.45,PERC ENTRY NDL 21G X 2.5CM,standard,2020-03-09
9.45,PERC ENTRY NDL 21G X 4.0CM,standard,2020-03-09
9.56,WHT TICRON 2-0 CV-305 SUT 36IN,standard,2020-03-09
9.63,LATEX COVER 2.6X30CM,standard,2020-03-09
9.700000000000001,BIOPSY VALVE,standard,2020-03-09
9.73,CHROMIC GUT 4-0 P-13 SUT 18IN,standard,2020-03-09
9.73,MONOSOF BLK P-12 SUT 3-0 18IN,standard,2020-03-09
9.780000000000001,FRAZIER 8F SUCT TIP,standard,2020-03-09
9.98,ADL GROUNDING PAD 9FT CORD,standard,2020-03-09
9.98,CHROMIC GUT SUT 5-0 P-13 18IN,standard,2020-03-09
10.12,TICRON 2-0 CV-305 SUT 36IN,standard,2020-03-09
10.5,VACLOK SYR 20ML,standard,2020-03-09
10.57,PVP-I SOL SPONGE STICK,standard,2020-03-09
10.795748031496062,VIO 2-0 UR-6 MONCRYL SUT 27IN,standard,2020-03-09
10.83,SM/MED SERPENT CERV COLLAR,standard,2020-03-09
10.85,POLYSORB PRE 0 VIO SUT 18IN,standard,2020-03-09
10.9,NONCONDUCT ANCHOR DEVICE 5MM,standard,2020-03-09
10.92,BIOSYN 4-0 P-12 U/D SUT 18IN,standard,2020-03-09
10.92,IC URINE DRAIN BAG 2000ML,standard,2020-03-09
10.920000000000002,BIOSYN 4-0 P-12 U/D SUT 30IN,standard,2020-03-09
10.99,SURGIPRO V-20 SUT 2-0 36IN,standard,2020-03-09
11.03,BIOSYN 4-0 P-13 U/D SUT 18IN,standard,2020-03-09
11.09,WIRE KIRSCHNER DBL DIMND4X.045,standard,2020-03-09
11.16,DUCKBILL VESSEL CANN 3MM,standard,2020-03-09
11.18,VESSEL DIL CATH 9FX20CM,standard,2020-03-09
11.180000000000001,LONG VESSEL DIL 6F 20CM,standard,2020-03-09
11.34,ADH STERI STRIP DRAPE 48X53IN,standard,2020-03-09
11.55,TUR Y-TYPE BLADDER IRRIG TBG,standard,2020-03-09
11.66,ANGLOCATH IV CATH 16G X 1.16,standard,2020-03-09
11.66,ANGLOCATH IV CATH 14G X 1.16,standard,2020-03-09
11.68,BIPOLAR FOOT SWITCH CORD 12FT,standard,2020-03-09
11.69,SIL 2WAY FOLEY CATH 12FR 5CC,standard,2020-03-09
11.73,CAPROSYN U/D 5-0 P-12 SUT 18IN,standard,2020-03-09
11.760000000000002,OPERATING ROOM CAMERA COVER,standard,2020-03-09
11.830000000000002,SM SPECIALTY ARM SLING,standard,2020-03-09
11.87,TICRON 2-0 WHT SUT 1X36IN,standard,2020-03-09
11.94,FOLEY CATH 14FR 5CC,standard,2020-03-09
11.94,FOLEY CATH 16FR 5CC,standard,2020-03-09
11.969999999999999,2WAY SIL FOLEY CATH 20F 5CC,standard,2020-03-09
12.04,EXT ELEC CAUTERY BLADE 6.5IN,standard,2020-03-09
12.22,BLUE FOAM HEAD POSITIONER,standard,2020-03-09
12.23,ALLEGIANCE 17X27IN,standard,2020-03-09
12.600000000000001,CASTING FIBERGLASS WHT 4INX4YD,standard,2020-03-09
12.78,ANGLOGATH IV CATH 20G X1 5/8IN,standard,2020-03-09
12.85,SPINAL NEEDLE 20GA X 6IN,standard,2020-03-09
12.850000000000001,SOFSILK 0 GS-21 SUT 18IN,standard,2020-03-09
13.069999999999999,VESSEL DILATOR 16F .038X20CM,standard,2020-03-09
13.069999999999999,VESSEL DILATOR 18F .038X20CM,standard,2020-03-09
13.069999999999999,VESSEL DIL CATH 11FX20CM,standard,2020-03-09
13.07,LONG VESSEL DIL 10F 20CM,standard,2020-03-09
13.13,BLK/WHT SILK TIE 4-0 SUT 18IN,standard,2020-03-09
13.13,INSTRUMENT LAP POUCH,standard,2020-03-09
13.23,SOFSILK 2-0 V-20 SUT 18IN,standard,2020-03-09
13.3,IMPERV SPLIT DRAPE 60X70IN,standard,2020-03-09
13.34,SPINAL NDL 22G X 5IN,standard,2020-03-09
13.340000000000002,22G WHITACRE SPINAL NDL 7IN,standard,2020-03-09
13.409999999999998,2WAY FOLEY CATH 10F 3CC,standard,2020-03-09
13.41,2WAY FOLEY CATH 8F 3CC,standard,2020-03-09
13.45046357615894,LONG VESSEL DIL 12F 20CM,standard,2020-03-09
13.453823529411764,LONG VESSEL DIL 14F 20CM,standard,2020-03-09
13.65,CURV VACURETTE 9MM,standard,2020-03-09
13.65,STR VACURETTE 11MM,standard,2020-03-09
13.65,F-TIP VACURETTE 7MM,standard,2020-03-09
13.65,F-TIP CANN VACURETTE 6MM,standard,2020-03-09
13.65,BERKELEY CURV VACURETTE 8MM,standard,2020-03-09
13.66,STRAIGHT THORACIC CATH 28FR,standard,2020-03-09
13.7,MED FIRM CERV COLLAR 4X20IN,standard,2020-03-09
13.719999999999999,WET GEL SKIN SCRUB PREP TRAY,standard,2020-03-09
13.86,PENROSE SIL DRAIN 0.25X12IN,standard,2020-03-09
13.929999999999998,STR VACURETTE 10MM,standard,2020-03-09
13.93,STR VACURETTE 12MM,standard,2020-03-09
13.93,STR VACURETTE 8MM,standard,2020-03-09
14.0,HIGH PRESSURE TBG 96IN,standard,2020-03-09
14.0,VASCATH US PROBE COVER 96IN,standard,2020-03-09
14.110000000000001,TEETH GUARD,standard,2020-03-09
14.14,SUT SURGIPRO II 5-0 24IN BLU,standard,2020-03-09
14.58,SURG BNDG ESMARK BLU 4INX3YD,standard,2020-03-09
14.700000000000001,MICROSCOPE DRAPE 5X10IN,standard,2020-03-09
14.770000000000001,LAMINECTOMY HD FOAM ARM CRADLE,standard,2020-03-09
14.88,I0BSS STL IRRIG SOL 500ML,standard,2020-03-09
15.03,STRAIGHT THORACIC CATH 36FR,standard,2020-03-09
15.03,STRAIGHT THORACIC CATH 32FR,standard,2020-03-09
15.12,FLOWSWITCH,standard,2020-03-09
15.12,RAE ORAL CUFFED ET TUBE 8.5MM,standard,2020-03-09
15.120000000000001,QUICK FILL SYR 150CC,standard,2020-03-09
15.18,SPR-GRIP NONCON ANCHOR 5-10MM,standard,2020-03-09
15.33,CANNULA VACURETTE F-TIP 5MM,standard,2020-03-09
15.4,CARBON STL SURG BLADE NO. 12,standard,2020-03-09
15.75,LAPAROTOMY SHEET DRAPE,standard,2020-03-09
15.75,SIL JP FLAT DRAIN 21FR X 7MM,standard,2020-03-09
15.860000000000001,STL STOCKINETTE DBL DSG 6X48IN,standard,2020-03-09
15.89,TIBURON PERI-GYN SURG PACK,standard,2020-03-09
15.930000000000001,VICRYL PLUS 3-0 CT-3 SUT 27IN,standard,2020-03-09
15.96,POLYSORB 2-0 GS-21 SUT 18IN,standard,2020-03-09
16.35,STD VESSEL DIL 13F .038X20CM,standard,2020-03-09
16.42,SM CERV COLLAR FORM 3X18.5IN,standard,2020-03-09
16.430854430379746,VESSEL DILATOR 8F .038X20CM,standard,2020-03-09
16.45,POLYSORB VIO 0 GS-21 SUT 18IN,standard,2020-03-09
16.45,POLYSORB 2-0 V-20 SUT 30IN,standard,2020-03-09
16.52,TICRON SUT 1 30 GS-21,standard,2020-03-09
16.560000000000002,POLYSORB PRE 3-0 VIO SUT 18IN,standard,2020-03-09
16.6,MICROSCOPE DRAPE,standard,2020-03-09
16.63,POLYSORB 3-0 V-20 SUT 18IN,standard,2020-03-09
16.71,GELATIN HEMO SPONGE 7MMX2X6CM,standard,2020-03-09
16.77,STR CONN 1/4 X 1/4,standard,2020-03-09
16.783644859813084,PERC ENTRY NDL 19GX7CM,standard,2020-03-09
16.86,VESSEL DILATOR,standard,2020-03-09
16.91,LONG VESSEL DIL 7FX20CM,standard,2020-03-09
16.91,LONG VESSEL DIL 5FX20CM,standard,2020-03-09
16.91,IMPERVIOUS SURG GOWN 3XL X-LNG,standard,2020-03-09
17.05,CHEST TUBE,standard,2020-03-09
17.19,CAUTERY BLADE ELEC 6.5IN,standard,2020-03-09
17.5,URINARY KIT,standard,2020-03-09
17.5,J-TIP GUIDEWIRE .035X3MMX150CM,standard,2020-03-09
17.75,VICRYL PLUS 0-0 UR-5 SUT 27IN,standard,2020-03-09
17.78,CUST GUIDEWIRE BOWL,standard,2020-03-09
17.82,THYROID SHEET DRAPE,standard,2020-03-09
17.849999999999998,SHORT COATED CAUTERY NDL SZ:1,standard,2020-03-09
17.85,POLYSORB PRECUT UD 3-0 SUT 18,standard,2020-03-09
17.95,OPEN END URETERAL CATH 5FR,standard,2020-03-09
17.99,CTD ELEC CAUTERY BLADE 2.75IN,standard,2020-03-09
18.02,RIGID CURV VACURETTE 11MM,standard,2020-03-09
18.18,PLASTIC DOUBLE BASIN SET,standard,2020-03-09
18.2,POLYSORB PRECUT UD 2-0 SUT 18,standard,2020-03-09
18.26,WHISTLE TIP URETERAL CATH 5FR,standard,2020-03-09
18.34,SURGIPRO II 6-0 CV-11 SUT 30IN,standard,2020-03-09
18.34,SURGIPRO 1 HGS-20 SUT 30IN,standard,2020-03-09
18.44,SUT MONOCRYL 0-0 SH 27IN VIO,standard,2020-03-09
18.450000000000003,SIL JP FLAT DRAIN 30FX10MM,standard,2020-03-09
18.52,SUCT COAGULATOR 10FR 6IN,standard,2020-03-09
18.59,POLYSORB 0 HOS-11 SUT 18IN,standard,2020-03-09
18.667142857142856,ENDOMETRIAL SUC CURETTE 3.1MM,standard,2020-03-09
18.8,STR THORACIC CATH 24FX20IN,standard,2020-03-09
18.83,TEGADERM CHG DSG 2.75X3 3/8IN,standard,2020-03-09
18.9,C-ARM COVER,standard,2020-03-09
19.32,ETHIBOND 2-0 30 SUT GRN V5,standard,2020-03-09
19.32,BLU 180D STR GRINDLESS BEVEL,standard,2020-03-09
19.48,CATH THORACIC RT ANGL 24FR,standard,2020-03-09
19.5,RESERVOIR SUCT WOUND JP 100CC,standard,2020-03-09
19.57,STL PROBE DRAPE 96X14X244,standard,2020-03-09
19.619999999999997,COATED EXTENDED BLADE,standard,2020-03-09
19.990000000000002,STL SKIN STAPLER 35 WIDE,standard,2020-03-09
20.03,STR FC GUIDEWIRE .035X7X150CM,standard,2020-03-09
20.226694560669454,MAYFIELD ADULT SKULL PIN,standard,2020-03-09
20.25,CATH FOLEY 8F 3CC 2WAY 5ML,standard,2020-03-09
20.299999999999997,J GUIDEWIRE .035X3X150CM,standard,2020-03-09
20.3,AVANTI INTRO SHEATH 11FX11CM,standard,2020-03-09
20.48,BI-POLAR DUAL CORD 12FT,standard,2020-03-09
20.650000000000002,SURGIPRO-II 6-0 CV-1 SUT 36IN,standard,2020-03-09
20.779999999999998,PED BLANKET WARMING,standard,2020-03-09
20.820000000000004,RIGID CURV VACURETTE 12MM,standard,2020-03-09
20.830000000000002,SILICONE FLAT DRAIN 7MM 20CM,standard,2020-03-09
20.830000000000002,BIOPSY VALVE IRRIGATOR,standard,2020-03-09
20.92,FILTER,standard,2020-03-09
21.0,INTRO SHEATH 6FR,standard,2020-03-09
21.0,GUIDEWIRE STR TFE .035X180CM,standard,2020-03-09
21.31,CATH FOLEY IC 16FR 30CC,standard,2020-03-09
21.42,MAXON 2-0 27 T-5 SUT,standard,2020-03-09
21.658823529411766,FIX-J GUIDEWIRE .032X150CM,standard,2020-03-09
21.98,STR CORE GUIDEWIRE .025X150CM,standard,2020-03-09
21.98,GUIDEWIRE J HEP .038X3MMX150CM,standard,2020-03-09
22.09749196141479,GUIDEWIRE J .025X3MMX150CM,standard,2020-03-09
22.259999999999998,CATH GUIDE D MOD MPA1 6FX100CM,standard,2020-03-09
22.259999999999998,BLUNT LIGATURE WIRE 160MM,standard,2020-03-09
22.26,CATH ANGIO IM 5FX100CM,standard,2020-03-09
22.26,CATH COR EXPO V PIG 5FRX125CM,standard,2020-03-09
22.26,CATH ANGIO IM 5FX125 CM,standard,2020-03-09
22.26,CATH GUIDE 6FR MPB1 100CM,standard,2020-03-09
22.26,CATH GUIDE AR2 6FRX100CM,standard,2020-03-09
22.26,CATH GUIDE 6FR AR MOD 100CM,standard,2020-03-09
22.26,ANGIO D MOD CATH FL3.5 5FX100,standard,2020-03-09
22.26,ANGIO VENT PIG CATH 5FR 110CM,standard,2020-03-09
22.26,CATH ANGIO EXPO 6F MPA 2SH,standard,2020-03-09
22.26,CATH ANGIO PIG 145 6FX100C,standard,2020-03-09
22.33,STAYSTERS BLUE STAY SHARP 5MM,standard,2020-03-09
22.33,ELASTIC SURGICAL STAY 3MM,standard,2020-03-09
22.4,PASSPORT BUTTON CANN 8MMX4CM,standard,2020-03-09
22.4,SPHERZ THREADED MARKER,standard,2020-03-09
22.47,ECHOTIP PERC NDL 21GX7CM,standard,2020-03-09
22.58,TICRON BLU 7-0 CV-310 SUT 18IN,standard,2020-03-09
22.65,UNIVERSAL L/S ABD BINDER,standard,2020-03-09
22.65,BRONCHOSCOPE SUCT VALVE,standard,2020-03-09
22.75,APPLICATOR CHLRHXDN 26 ML,standard,2020-03-09
22.79,PDS II VIO 0 CT SUT 36IN,standard,2020-03-09
22.889999999999997,TIBURON SPLIT SHEET DRAPE,standard,2020-03-09
23.11,JL5.0 DIAG CATH 5F 100CM,standard,2020-03-09
23.18,URETERAL CATH 6FX70CM,standard,2020-03-09
23.2,URETERAL CATH 5FX.038X70CM,standard,2020-03-09
23.38,AVANTI INTRO SHEATH 8F 11CM,standard,2020-03-09
23.38,AVANTI INTRO SHEATH 9F 11CM,standard,2020-03-09
23.38,AVANTI INTRO SHEATH 10FX11CM,standard,2020-03-09
23.38,INTRO SHEATH 7FX.035INX11CM,standard,2020-03-09
23.38,AVANTI INTRO SHEATH 4F 11CM,standard,2020-03-09
23.380000000000003,AVANTI INTRO SHEATH 7F 11CM,standard,2020-03-09
23.380000000000003,AVANTI INTRO SHEATH 6F 11CM,standard,2020-03-09
23.380000000000003,AVANTI INTRO SHEATH 5F 11CM,standard,2020-03-09
23.44,CATH DIAG 6F TL MP B2,standard,2020-03-09
23.44,JL4.0 DIAG CATH 5F 100CM,standard,2020-03-09
23.44,CATH DIAG STD 6F JR4.0 125CM,standard,2020-03-09
23.45,SURGIPRO II 7-0 CV-1 SUT 24IN,standard,2020-03-09
23.46,CATH FOLEY 3WAY 24FR 30CC,standard,2020-03-09
23.51,ELLICK BLADDER EVACUATOR,standard,2020-03-09
23.52,GUIDE CATH 7F JR3.5 100CM,standard,2020-03-09
23.68,SOLAN ANTI-FOG SPONGE,standard,2020-03-09
23.72705882352941,EMLD STR GUIDEWIRE .035X260CM,standard,2020-03-09
23.799999999999997,BENTSON STR GUIDEWIRE .035X150,standard,2020-03-09
23.8,INTRO SHEATH COR 11FX10CM,standard,2020-03-09
23.8,COR INTRO SHEATH 5FX10CM,standard,2020-03-09
23.8,PINNACLE INTRO 6FX2.5X10CM,standard,2020-03-09
23.8,PINNACLE INTRO 7FX2.5X10CM,standard,2020-03-09
23.8,INTRO SHEATH PINNACLE 8FRX10CM,standard,2020-03-09
23.91,ISOLATION BAG DRAPE 20X20,standard,2020-03-09
24.05,INCISE STERI DRAPE 23X36IN,standard,2020-03-09
24.5,PERIPH INTRO SHEATH 8FX10CM,standard,2020-03-09
24.5,PERIPH INTRO SHEATH 5FX10CM,standard,2020-03-09
24.773333333333333,CATH DIAG 6F AR1.0 MOD,standard,2020-03-09
24.88,RIGID CURV VACURETTE 10MM,standard,2020-03-09
24.95,FC J-TIP G-WIRE .035X3X260CM,standard,2020-03-09
24.95,FC J-TIP G-WIRE .025X3X260CM,standard,2020-03-09
25.31,CATH FOLEY 2WAY 16FR 5CC,standard,2020-03-09
25.310000000000002,CATH FOLEY 12F 5CC 2WAY 5ML IC,standard,2020-03-09
25.35,INTRACARDIAC PED SUMP 12FR,standard,2020-03-09
25.39,STD VESSEL DIL 20F .038X20CM,standard,2020-03-09
25.39,STD VESSEL DIL 22F .038X20CM,standard,2020-03-09
25.45,MONOSOF 3-0 P-14 SUT 18IN,standard,2020-03-09
25.45,TOURNIKWIK-4 TOURNIQUET,standard,2020-03-09
25.54,STD DIL VESSEL 24F .038X20CM,standard,2020-03-09
25.9,LNG RND CARBIDE BUR 1.8MM,standard,2020-03-09
26.19,2WAY FOLEY CATH 20F 5CC,standard,2020-03-09
26.28,CATH URETERAL OPEN END 5F,standard,2020-03-09
26.32,LG P ULTRASOUND PROBE W/COVER,standard,2020-03-09
26.469999999999995,PERIPH INTRO SHEATH 4F 10CM,standard,2020-03-09
26.47,PERIPH INTRO SHEATH 6FX10CM,standard,2020-03-09
26.47,PERIPH INTRO SHEATH 7FX10CM,standard,2020-03-09
26.47,COR INTRO SHEATH 10FX10CM,standard,2020-03-09
26.470000000000002,PINNACLE INTRO SHEATH 9F 10CM,standard,2020-03-09
26.53,STL WRAP DBL BASIN,standard,2020-03-09
26.779999999999998,DISP CHIBA BIOPSY NEEDLE,standard,2020-03-09
26.78,CHIBA BIOPSY NEEDLE 18GX20CM,standard,2020-03-09
27.09,TISSUE TRAP,standard,2020-03-09
27.13,C-ARM MINI DRAPE,standard,2020-03-09
19.25,DBL-Y SWIVEL BRONCH ADAPTER,standard,2020-03-09
27.23,Steinmann Trocar Pin     2x30mm,standard,2020-03-09
27.38,SPONGE STICK PRE-SATURATED PVP,standard,2020-03-09
27.439999999999998,JR4.0 TL DIAG CATH 6F 100CM,standard,2020-03-09
27.44,JL3.5 TL DIAG CATH 5F 100CM,standard,2020-03-09
27.44,JR4.0 TL DIAG CATH 5F 100CM,standard,2020-03-09
27.44,CATH DIAG TL 5F AR1 MOD 100CM,standard,2020-03-09
27.44,INF F5 CATH PIG145 110CM 6SH,standard,2020-03-09
27.44,JL4.0 DIAG CATH 6F 100CM,standard,2020-03-09
27.529999999999998,TI HEMOSTATIC MICROCLIP,standard,2020-03-09
27.56,22G WESTCOTT BIOPSY NDL 3.5IN,standard,2020-03-09
27.58,WIRE GUIDE TSF-35-145-BH,standard,2020-03-09
27.62,2WAY FOLEY CATH 20FR 30CC,standard,2020-03-09
27.720000000000002,SKIN MARKER W/6IN RULER,standard,2020-03-09
27.779999999999998,PARALLEL JAW SPRING INSERT,standard,2020-03-09
27.83,SOFSILK HE-3 BLK 4-0 SUT 18IN,standard,2020-03-09
27.830000000000002,ANG PIG GUIDE CATH 6F 110CM,standard,2020-03-09
27.89,MALECOT CATHETER 14FR,standard,2020-03-09
27.930000000000003,MULTI VISE TORQUE DEVICE,standard,2020-03-09
28.0,POLLACK URETERAL CATH 4FX70CM,standard,2020-03-09
28.0,BRNSTN DIAG CATH 5FX40CM,standard,2020-03-09
28.0,ACCU-VU SIZING CATH 20X70CM,standard,2020-03-09
28.0,ACCU-VU CATH .038X20X100CM,standard,2020-03-09
28.0,AVANTI INTRO 5FX.035X11CM,standard,2020-03-09
28.0,2WAY FOLEY CATH 20F 5CC 5ML,standard,2020-03-09
28.0,ANGIO CONTROL SYR 12CC,standard,2020-03-09
28.12,WOUND EVAC KIT 1/8 DBL 400ML,standard,2020-03-09
28.16142857142857,BIOPSY NEEDLE 20GA X 3.5IN,standard,2020-03-09
28.35,ARTERION 7 MARK SYRINGE 150ML,standard,2020-03-09
28.59,4WING MALECOT DRAIN CATH 16FR,standard,2020-03-09
28.810000000000002,LRG THIN BIVALVE SPLINT .25MM,standard,2020-03-09
28.88,MEDIUM HEMOVAC DRAIN,standard,2020-03-09
28.933333333333334,CATH DIAG JL4.0 STL 6FX100CM,standard,2020-03-09
28.98,CATH NEPHROST MAELCOT STL 24FR,standard,2020-03-09
29.0,CATHETER MALECOT 28FR,standard,2020-03-09
29.02,PDS II 4-0 V-5 DA SUT 36IN,standard,2020-03-09
29.05,ANGIO PROTECTIVE STATION TBG,standard,2020-03-09
29.05,RADIAL 4-JAW FORCEP 240CM,standard,2020-03-09
29.05,REG ANTI-EMBOLI STOCKING XLG,standard,2020-03-09
29.108333333333334,CATH DIAG JR4.0 STL 6FX100CM,standard,2020-03-09
29.12,2WAY FOLEY IC CATH 14FR 5CC,standard,2020-03-09
29.12,SIL 2WAY FOLEY CATH 18F 5CC,standard,2020-03-09
29.14074074074074,CATH DIAG 3DRC STL 6FX100CM,standard,2020-03-09
29.23,CATH DIAG 5F MPB 100CM 2SH,standard,2020-03-09
29.3,JR5.0 TL DIAG CATH 6F 100CM,standard,2020-03-09
29.3,PIG DIAG CATH 6SH 6F 110CM,standard,2020-03-09
29.39,SMOOTH GUIDEWIRE 1.6MMX6IN,standard,2020-03-09
29.399999999999995,CATH GUIDE IMA STL 5FX100CM,standard,2020-03-09
29.4,CARDIAC WRENCH,standard,2020-03-09
29.4,SAFE-T-J GUIDEWIRE 035X145X3,standard,2020-03-09
29.4,CATH GUIDE 3DRC STL 5FX100CM,standard,2020-03-09
29.4,CATH GUIDE AR1.0 STL 5FX100CM,standard,2020-03-09
29.4,CATH GUIDE AR MOD STL 5FX100CM,standard,2020-03-09
29.4,CATH GUIDE JL5.0 STL 5FX100CM,standard,2020-03-09
29.4,CATH GUIDE PIG STR 6H 5FX110CM,standard,2020-03-09
29.4,CATH DIAG JL6.0 STL 6FX100CM,standard,2020-03-09
29.4,CATH DIAG PIG 145D 6SH 6FX110,standard,2020-03-09
29.400000000000002,CATH DIAG AL1.0 STL 6FX100CM,standard,2020-03-09
29.400000000000002,CATH DIAG JL5.0 STL 6FX100CM,standard,2020-03-09
29.551428571428573,STR TFE GUIDEWIRE 25X145,standard,2020-03-09
29.93,ACCUSTICK NDL 21G,standard,2020-03-09
30.0,MONOJCT LUER LOCK TIP SYR 35CC,standard,2020-03-09
30.25,CR/F EMERG SCREW 1.7X4MM,standard,2020-03-09
30.28,COLLECTION SET,standard,2020-03-09
30.41,3WAY FOLEY CATH 22FR 30CC,standard,2020-03-09
30.49,MAYFIELD SS PED SKULL PIN,standard,2020-03-09
30.66,BERN TIP ANGIO CATH 5FRX65CM,standard,2020-03-09
30.66,CATH ANGIO IMAGER II RC1 BRAID,standard,2020-03-09
30.66,CATH IMAGER II SIM2 5F 038 100,standard,2020-03-09
30.66,CATH ANGIO 5FRX100CM .035 GUID,standard,2020-03-09
30.66,CATH IMAGER II MIK 038 5F 65CM,standard,2020-03-09
30.660000000000004,SIM1 TIP ANGIO CATH 5FRX65CM,standard,2020-03-09
30.799999999999997,BRNSTN SOFTVU DIAG CATH 5FX65,standard,2020-03-09
30.799999999999997,OMNI DIAG CATH 5FX65CM,standard,2020-03-09
30.8,OMNI SOFTVU CATH 5FX65CM,standard,2020-03-09
30.8,PERIPH INTRO SHEATH 9FX10CM,standard,2020-03-09
30.840000000000003,2WAY COUDE CATH 18FR 5CC,standard,2020-03-09
30.87,8-0 MONOSOF MV-135-5 SUT,standard,2020-03-09
30.98,SM SABRE JOINT 3MMX7CM,standard,2020-03-09
31.04,S/DRILL BONE SCREW 1.5X4MM,standard,2020-03-09
31.040000000000003,S/DRILL LP CMF SCREW 1.5X5MM,standard,2020-03-09
406.0,DIL BAL PTA CATH 10MMX20X135CM,standard,2020-03-09
31.415384615384617,TL DIAG CATH 6F JL6.0 100CM,standard,2020-03-09
31.68,SUMP INTRACARDIAC 20F,standard,2020-03-09
31.958875,STD YEL BIOPSY FORCEP 160CM,standard,2020-03-09
32.13,BLK DRAIN CONNECTOR,standard,2020-03-09
32.16,ZEISS MICROSCOPE DRAPE 46X80,standard,2020-03-09
32.2,STR TFE WIREGUIDE 35X260,standard,2020-03-09
32.2,GUIDEWIRE EXCHANGE .038X260,standard,2020-03-09
32.64,MAGNETIC INST DRAPE 16X20IN,standard,2020-03-09
33.1,J CURVE GUIDEWIRE .035X145CM,standard,2020-03-09
33.599999999999994,SILICONE RETINAL STRIP 2.5MM,standard,2020-03-09
33.6,CATH DIAG PIG 10H 5.0FX100CM,standard,2020-03-09
33.6,CATH ANGIO BEACON 4FRX35X70CM,standard,2020-03-09
33.6,CATH CEREBRAL VTK 5FX125CM,standard,2020-03-09
33.6,CATH ANGIO PIG 4FX.035X70CM,standard,2020-03-09
33.6,GUIDEWIRE STR FIX .035X150CM,standard,2020-03-09
33.6,CATH TORCON NB JL3 5FX.038X100,standard,2020-03-09
33.6,CATH DIAG PERI RAD RIM 5FX65CM,standard,2020-03-09
34.13999999999999,CURV ROSEN GUIDEWIRE .035X180,standard,2020-03-09
34.160000000000004,SCHINDLER EAR PACKING W/DRWSTG,standard,2020-03-09
34.3,AR2 MOD DIAG CATH 6FX100CM,standard,2020-03-09
34.3,TL DIAG CATH 6F JL3.5 100CM,standard,2020-03-09
34.3,TL DIAG CATH 6F JL5.0 100CM,standard,2020-03-09
34.3,TL DIAG CATH 6F AL1.0 100CM,standard,2020-03-09
34.3,TL DIAG CATH AL2.0 6F 100CM,standard,2020-03-09
34.3,TL ARMOD DIAG CATH 6F 100CM,standard,2020-03-09
34.3,6SH PIG DIAG CATH 6F 145D 110,standard,2020-03-09
34.3,TL IM DIAG CATH 6F X 100CM,standard,2020-03-09
