UF Health Shands Gainesville - Pricing Transparency Charge Master,,
Issued 7/1/2019,,
"NOTE: prices identified as ""Mark Up' encompass multiple items with different prices based item markup",,
,,
BILLING_DESC,UNIT,PRICE
DIPHENHYDRAMINE-ZINC ACETATE 2-0.1 % EX CREA [16299],1  x 28 g Tube,13.1
DIPHENHYDRAMINE-ZINC ACETATE 2-0.1 % EX CREA [16299],1  x 28.4 g Tube,15
DIPHENOXYLATE-ATROPINE (LOMOTIL) 5ML PO LIQD [402772],1 Syringe,21
DIPHENOXYLATE-ATROPINE 2.5-0.025 MG PO TABS [2516],1 each,3
DIPHENOXYLATE-ATROPINE 2.5-0.025 MG PO TABS [2516],1 each,3
DIPHTH-ACELL PERTUSSIS-TETANUS 25-58-10 LF-MCG/0.5 IM SUSP [19451],1  x .5 mL Syringe,124
DIPHTHERIA AB ,EACH,198.00
DIPHTHERIA-TETANUS TOXOIDS DT 25-5 LFU/0.5ML IM SUSP [132644],1  x .5 mL Vial,237.8
DIPYRIDAMOLE 25 MG PO TABS [2528],1 each,3
DIPYRIDAMOLE 50 MG PO TABS [2529],1 each,3
DIPYRIDAMOLE PO LIQD 10 MG/ML [402050],120 mL,11.9
DIRECT COOMBS (DAT) ,EACH,205
DIRECT LARYNGOSCOPY DIAGNOSTIC ,EACH,4555
DISKOGRAPHY CERV/THOR S&I ,EACH,10320
DISKOGRAPHY LUMBAR ,EACH,12975
DISOPYRAMIDE PHOSPHATE 100 MG PO CAPS [2535],1 each,8.6
DISOPYRAMIDE PHOSPHATE 150 MG PO CAPS [2536],1 each,10.2
DISOPYRAMIDE PHOSPHATE ER 100 MG PO CP12 [2537],1 each,14.5
DISOPYRAMIDE PHOSPHATE ER 150 MG PO CP12 [37653],1 each,17.10
DISSECTOR BALLOON ,EACH,MarkUp
DISSECTOR ENDOSCOPIC ,EACH,MarkUp
DISSECTOR LAPAROSCOPIC ,EACH,MarkUp
DISSECTOR THORASCOPIC ,EACH,MarkUp
DISULFIRAM 250 MG PO TABS [2540],1 each,27.2
DISULFIRAM 250 MG PO TABS [2540],1 each,12.2
DISULFIRAM 500 MG PO TABS [41108],1 each,43.5
DITATOR 12-38-20 ,EACH,40
DIURETIC SCREEN URINE ,EACH,251
DIVALPROEX SODIUM 125 MG PO CSDR [166746],1 each,4.3
DIVALPROEX SODIUM 250 MG PO TBEC [2552],1 each,5.3
DIVALPROEX SODIUM 250 MG PO TBEC [2552],1 each,5.3
DIVALPROEX SODIUM 250 MG PO TBEC [2552],1 each,5.3
DIVALPROEX SODIUM 500 MG PO TBEC [2553],1 each,10.9
DIVALPROEX SODIUM ER 250 MG PO TB24 [34418],1 each,11.5
DIVALPROEX SODIUM ER 500 MG PO TB24 [81426],1 each,12.3
DNA CELL CYCLE-FLUID ,EACH,370.00
DNASE B ,EACH,23
DOBUTAMINE 2 MG/ML INFUSION UF PEDS CODE SIMPLE [405849],1  x 50 mL Bag,45.1
DOBUTAMINE 250MG/250ML D5W ,EACH,19
DOBUTAMINE HCL 250 MG/20ML IV SOLN [77318],20 mL,36
DOBUTAMINE HCL 250 MG/20ML IV SOLN [77318],1  x 20 mL Vial,36
DOBUTAMINE IN D5W 1-5 MG/ML-% IV SOLN [15981],1  x 250 mL Flex Cont,105.8
DOBUTAMINE IN D5W 2 MG/ML IV SOLN [18315],1  x 250 mL Flex Cont,168.9
DOBUTAMINE IN D5W 4 MG/ML IV SOLN [18317],1  x 250 mL Flex Cont,94.8
DOCETAXEL 20 MG/ML IV CONC [139490],1 mL,129.3
DOCETAXEL 20 MG/ML IV CONC [139490],1 mL,2356
DOCETAXEL 20 MG/ML IV CONC [139490],1 mL,2356
DOCETAXEL 20 MG/ML IV SOLN UF [408157],1  x 4 mL Vial,1787.4
DOCUSATE SODIUM 10 MG/ML OTIC LIQD UF [403624],1 Bottle,3
DOCUSATE SODIUM 100 MG PO CAPS [2566],1 each,3
DOCUSATE SODIUM 100 MG PO CAPS [2566],1 each,3
DOCUSATE SODIUM 100 MG/10ML PO LIQD UD [402052],1  x 10 mL Cup,3
DOCUSATE SODIUM 50 MG PO CAPS [2568],1 each,3
DOCUSATE SODIUM 50 MG/5ML PO LIQD [36962],473 mL,19.9
DOFETILIDE 125 MCG PO CAPS [26965],1 each,37.5
DOFETILIDE 250 MCG PO CAPS [26966],1 each,37.5
DOFETILIDE 500 MCG PO CAPS [26967],1 each,37.5
DOLUTEGRAVIR SODIUM 50 MG PO TABS [152517],1 each,199
DOME-PASTE BANDAGE EX PADS [24360],1 each,89.4
DONEPEZIL HCL 10 MG PO TABS [18787],1 each,19.2
DONEPEZIL HCL 5 MG PO TABS [18786],1 each,23.4
DOPAMINE HCL 40 MG/ML IV SOLN [2595],5 mL,17.3
DOPAMINE HCL 40 MG/ML IV SOLN [2595],1  x 5 mL Vial,17.3
DOPAMINE HCL 80 MG/ML IV SOLN [2596],1  x 5 mL Vial,21.20
DOPAMINE IN D5W 0.8-5 MG/ML-% IV SOLN [14844],1  x 500 mL Plas Cont,90.6
DOPP CRAN EMBOLI DET W/INJ ,EACH,375.00
DOPP CRANIAL VASOREACTIV ,EACH,605.00
DOPP EMBOLI DET W/O INJ ,EACH,375.00
DOPPLER ABD ORGAN ,EACH,720
DOPPLER EXTREMITY BILAT ,EACH,720.00
DOPPLER EXTREMITY UNILAT ,EACH,735
DOPPLER OTHER ,EACH,MarkUp
DORIPENEM 250 MG IV SOLR [140656],1 each,121.1
DORIPENEM 500 MG IV SOLR [88615],500 mg,197
DORIPENEM 500 MG IV SOLR [88615],1 each,197
DORNASE ALFA 1 MG/ML IN SOLN [12211],2.5 mL,493
DORNASE ALFA 1 MG/ML IN SOLN [12211],1  x 2.5 mL Plas Cont,493
DORZOLAMIDE HCL 2 % OP SOLN [14471],1  x 10 mL Bottle,200.4
DORZOLAMIDE HCL-TIMOLOL MAL 22.3-6.8 MG/ML OP SOLN [22982],1  x 10 mL Bottle,202.5
DOUBLE PASV PICC 5FR ,EACH,428.00
DOUBLE STRANDED DNA DSDNA BY IFA ,EACH,60
DOXAPRAM HCL 20 MG/ML IV SOLN [2607],1  x 20 mL Vial,250.7
DOXAZOSIN MESYLATE 1 MG PO TABS [9894],1 each,16.8
DOXAZOSIN MESYLATE 2 MG PO TABS [9895],1 each,16.8
DOXAZOSIN MESYLATE 4 MG PO TABS [9896],1 each,17.60
DOXAZOSIN MESYLATE 8 MG PO TABS [9897],1 each,18.50
DOXEPIN HCL 10 MG PO CAPS [2608],1 each,3.00
DOXEPIN HCL 10 MG/ML PO CONC [2614],120 mL,106.6
DOXEPIN HCL 10 MG/ML PO CONC [2614],120 mL,71.3
DOXEPIN HCL 25 MG PO CAPS [2611],1 each,3
DOXEPIN HCL 5 % EX CREA [166977],1  x 30 g Tube,2133.9
DOXEPIN HCL 50 MG PO CAPS [2612],1 each,3.6
DOXORUBICIN CHEMOEMBOLIZATION BCN UF [400947],50 mg,"1,014.20"
DOXORUBICIN CHEMOEMBOLIZATION BCN UF [400947],50 mg,252.7
DOXORUBICIN HCL 2 MG/ML IV CUSTOM COMPONENT UF SOLN [404170],25 mL,126.1
DOXORUBICIN HCL 2 MG/ML IV CUSTOM COMPONENT UF SOLN [404170],100 mL,288.8
DOXORUBICIN HCL 2 MG/ML IV CUSTOM COMPONENT UF SOLN [404170],100 mL,567.4
DOXORUBICIN HCL LIPOSOMAL 2 MG/ML IV INJ [27431],25 mL,11895.7
DOXORUBICIN HCL LIPOSOMAL 2 MG/ML IV INJ [27431],10 mL,4775.2
DOXORUBICIN HCL LIPOSOMAL 2 MG/ML IV INJ [27431],25 mL,9825
DOXYCYCLINE CALCIUM 50 MG/5ML PO SYRP [2621],473 mL,1807.9
DOXYCYCLINE HYCLATE 100 MG IV SOLR [2622],1 each,126
DOXYCYCLINE HYCLATE 100 MG PO CAPS [2623],1 each,43.1
DOXYCYCLINE HYCLATE 100 MG PO CAPS [2623],1 each,16.6
DOXYCYCLINE HYCLATE 50 MG PO CAPS [2624],1 each,6.8
DQA1 BY SSP HI RESOLUTION ,EACH,840
DRAIN ABSC/CYST/HEMA DENTOALVEOL ,EACH,380
DRAIN ABSCESS PALATE UVULA ,EACH,1225
DRAIN ABSCESS SUBMAXIL INTRAORAL ,EACH,1275
DRAIN BAG W/CLOSED WASTE SYST ,EACH,70
DRAIN BLOOD UNDER NAIL ,EACH,230
DRAIN GLAUCOMA ,EACH,MarkUp
DRAIN INCISION ,EACH,MarkUp
DRAIN TEND SHEATH DIGIT/PALM EA ,EACH,6860
DRAINAGE ABSC CYST MOUTH COMPLIC ,EACH,"2,545.00"
DRAINAGE ABSC CYST MOUTH SIMPLE ,EACH,965
DRAINAGE ABSC/HEMA NASAL INT APPR ,EACH,590.00
DRAINAGE ABSCESS-SCROTAL WALL ,EACH,3595
DRAINAGE CATHETER ,EACH,224.00
DRAINAGE EXT AUD CANAL ABSCESS ,EACH,965
DRAINAGE EXT EAR ABSC/HEMA COMPLI ,EACH,5230
DRAINAGE EXT EAR SIMPLE ,EACH,965
DRAINAGE EYELID ABSCESS ,EACH,1010
DRAINAGE FINGER ABSCESS COMPL ,EACH,3595
DRAINAGE KIT PLEURAL ,EACH,1355
DRAINAGE OF BLADDER ,EACH,2015
DRAINAGE OF HEMATOMA/FLUID ,EACH,1635
DRAINAGE OF MOUTH LESION INTRAORAL ,EACH,"2,735.00"
DRAINAGE PANCREAS ,EACH,3980
DRAINAGE SCROTAL WALL ABSCESS ,EACH,3595
DRAINAGE SKIN ABSCESS COMPLICATED ,EACH,1270
DRAINAGE SKIN ABSCESS SIMPLE ,EACH,670
DRAINAGE UNIT CHEST ,EACH,120
DRAINAGE UNIT CHEST ,EACH,70.00
DRAW BLOOD - INFUSAPORT ,EACH,455.00
DRESS ZEROFORM SX9 ,EACH,10
DRESS/DEBRID P-THICK BURN LARGE ,EACH,970
DRESS/DEBRID P-THICK BURN MEDIUM ,EACH,880
DRESS/DEBRID P-THICK BURN SMALL ,EACH,505
DRESSING FOAM ,EACH,MarkUp
DRESSING SURGICAL ,EACH,MarkUp
DRESSING WND CONFORMANT 24X36 ,EACH,35
DRESSING-ARM EX-U-DRY ,EACH,35
DRESSING-FOAM HYDRO- 4X4 ,EACH,30
DRESSING-LARGE ,EACH,70
DRESSING-MEDIUM ,EACH,40.00
DRESSING-ROLL EX-U-DRY ,EACH,45
DRESSING-SMALL ,EACH,30
DRESSING-TRANSPARENT ,EACH,30
DRILL TWIST ,EACH,MarkUp
DRIVER SURGICAL ,EACH,MarkUp
DRONABINOL 2.5 MG PO CAPS [9904],1 each,31.9
DRONABINOL 2.5 MG PO CAPS [9904],1 each,30.7
DRONABINOL 2.5 MG PO CAPS [9904],1 each,30.7
DRONEDARONE HCL 400 MG PO TABS [100109],1 each,37.9
DROPERIDOL 2.5 MG/ML IJ SOLN [2654],1  x 2 mL Vial,44.1
"DRSG ANTIMICROBAL W/CHG 1 """,EACH,43
"DRSG ANTIMICROBAL W/CHG 1 """,EACH,55
DRUG CONF AMPHETAMINES URINE ,EACH,118
DRUG CONF BARBITURATES-URINE ,EACH,118
DRUG CONF BENZODIAZEPINE-URINE ,EACH,118.00
DRUG CONF BENZODIAZEPINE-URINE ,EACH,572
DRUG CONFIRMATION OPIATES UR ,EACH,118
DRUG ELUTING STENT EA ADD.VES ,EACH,"38,490.00"
DRUG ELUTING STENT SGL VES ,EACH,34920
DRUG SCREEN EACH ,EACH,257
DRUG SCREEN NON-TLC DEVICES ,EACH,54
DRUG SCREENING OXYCODONE ,EACH,34
DRUG SCREENING TRAMADOL ,EACH,88
DRUG TEST DEF 8-14 CLASSES ,EACH,783
DRUG TEST DEF15-21 CLASSES ,EACH,994
DRVV CONFIRMATION BILL ONLY TEST ,EACH,65
DRVV CONFIRMATION MIX BILL ONLY ,EACH,65
DRVV SCREEN MIX BILL ONLY TEST ,EACH,65
DRVV SILICA CONFIRMATION MIX ,EACH,40
DRVV SILICA CONFIRMATION TEST ,EACH,40.00
DRVV SILICA MIX TEST ,EACH,40
DRVV W SILICA CLOTTING TIME ,EACH,40
DRVVT RUSSEL VIPER VENON TIME ,EACH,65.00
DRVVT SCREEN ,EACH,65.00
DRVVT VIPER VENOM 1-1 MIX ,EACH,65.00
DRVVT VIPER VENOM CONFIRM ,EACH,65.00
DTAP-HEPATITIS B RECOMB-IPV IM SUSP [34550],1  x .5 mL Syringe,336.9
DUAL CHAMBER PM MEDTRONIC AZURE S DR MR ,EACH,8125
DUAL PACEMAKER AZURE ,EACH,"11,760.00"
DUCT OCCLUDER ,EACH,4435
DUCT OCCLUDER 7/6 MM ,EACH,6080
DUCT OCCLUDER II ,EACH,10930
DULOXETINE HCL 20 MG PO CPEP [39275],1 each,25.7
DULOXETINE HCL 30 MG PO CPEP [39276],1 each,23.1
DULOXETINE HCL 60 MG PO CPEP [39277],1 each,23.1
DUPL ABD/PELV/GENITOREC COMP ,EACH,720
DUPL ABD/PELV/GENITOREC LIM ,EACH,735
DUPL AORTA IVC/GRAFTS COMPLT ,EACH,605
DUPL AORTA IVC/GRAFTS LMTD ,EACH,590
DUPL HEMODIAYLSIS ACCESS ,EACH,375
DUPL PENILE VES F/U OR LIM ,EACH,590
DUPL PENILE VESSELS COMPLETE ,EACH,590
DUPLEX ART LOW EXT BIL ,EACH,605
DUPLEX ART LOWER EXT UNIL ,EACH,590.00
DUPLEX ART UPP EXT BIL ,EACH,605
DUPLEX ART UPP EXT UNIL ,EACH,590
DUPLEX EXT VEIN BIL COMPLETE ,EACH,720
DUPLEX EXT VEIN UNIL COMPLETE ,EACH,735
DUPLEX HEMODIALYSIS GRAFT ,EACH,375
DURVALUMAB 50 MG/ML IV SOLN UF [408156],2.4 mL,3430
DURVALUMAB 50 MG/ML IV SOLN UF [408156],10 mL,14202.1
DUST MITE PROFILE ,EACH,49.00
DUST MITE PROFILE ADDTL ,EACH,49.00
DUTASTERIDE 0.5 MG PO CAPS [34089],1 each,23.1
DX ASPIRATION(S) BONE MARROW ,EACH,3595
DX BONE MARROW BIOPSY & ASPIRATION ,EACH,"8,880.00"
DX GASTR INTUB W/ASP SNGL SPEC ,EACH,910
DX I-123 IOFLUPANE PER DOSE ,EACH,6157
DYSLEXIA EVALUATION ,EACH,445
DYSLEXIA THERAPY ,EACH,240.00
E STIM ATTENDED 15MIN ,EACH,70.00
E TEST SUSCEPTIBILITY ,EACH,7.00
EA ADD BLOCK W/FS ,EACH,45.00
EAGLE EYE COR IMAG CATH .014 ,EACH,1918
EAGLE EYE PLATINUM COR IMAG CA ,EACH,2005
EBV EARLY ANTIGEN AB IGG ,EACH,23
EBV NUCLEAR ANTIGEN AB IGG ,EACH,23.00
EBV QUANT - PCR BLOOD ,EACH,291
EBV QUANTITATIVE PCR ,EACH,238.00
EBV VIRAL CAPSID ,EACH,123.00
EBV VIRAL CAPSID ANTIGEN ,EACH,28
ECG RHYTHM STRIP ,EACH,120
ECG RHYTHM STRIP ONLY ,EACH,120
ECG-RHYTHM STRIP ONLY ,EACH,120
ECHELON MICROCATHETER ,EACH,1775
ECHO - TEE PROBE PLACEMENT ONLY ,EACH,2540
ECHO 2-D B-MODE M-MODE COMPLETE ,EACH,1615
ECHO 2-D B-MODE M-MODE LMTD F/U ,EACH,605
ECHO 2D W/ CONTRAST ,EACH,1780
ECHO 2D-LTD W/ CONTRAST ,EACH,1725
ECHO 2D-LTD W/ CONTRAST ,EACH,"1,735.00"
ECHO EXAM OF HEAD ,EACH,420
ECHO INTRACARDIAC DURING INTERVEN ,EACH,3310
ECHO LTD ,EACH,605.00
ECHO STRESS ,EACH,1615
ECHO TEE ,EACH,1945
ECHO TRANSESOPH CONGEN COMP ,EACH,2540
ECHO TRANSESOPH CONGEN IMG&RPT ,EACH,1165
ECHO TRANSESOPHAGEAL ,EACH,2540
ECHO TRANSTHORACIC W/DOP COMPLETE ,EACH,1615
ECHO US GUIDED PX ,EACH,340.00
ECHO W/DOP-COLOR FL-W/CONT-COM ,EACH,"2,590.00"
ECHOGRAM ABDOMEN LIMITED ,EACH,590
ECHO-STRESS-DSE W/ CONTRAST ,EACH,"2,425.00"
ECHO-TRANSESOPHAGEAL W/CONTRAS ,EACH,2425
ECHO-TRANSESOPH-IMAGE & REPORT ,EACH,1060
ECHO-TREADMILL STRESS W/CONTRA ,EACH,"2,425.00"
ECMO CANNULA ,EACH,"1,335.00"
ECMO CANNULA ,EACH,1375
ECMO CANNULA AVALON ,EACH,6665
ECMO CANNULA MEDTRONIC ,EACH,610
ECMO CARDIOHELP CIRC ,EACH,35560
ECMO CIRC CHGN CARDIOHELP ,EACH,35560
ECMO CIRC CHGN RH ADULT ,EACH,"5,335.00"
ECMO CIRC CHGN RH PED ,EACH,6130
ECMO OXYGENATOR CHGN ADULT ,EACH,2600
ECMO OXYGENATOR CHGN PED ,EACH,5040
ECMO ROLLERHEAD CIRC ADULT ,EACH,"5,335.00"
ECMO ROLLERHEAD CIRC PED ,EACH,"6,130.00"
ECMO/ECLS DAILY MGMT - VENOUS ,EACH,10990
ECMO/ECLS DAILY MGMT ARTERY ,EACH,"10,990.00"
ECMO/ECLS INITIATION ARTERY ,EACH,"10,990.00"
ECMO/ECLS INITIATION VENOUS ,EACH,"10,990.00"
ECONAZOLE NITRATE 1 % EX CREA [9915],1  x 30 g Tube,180.2
ECULIZUMAB 300 MG/30ML IV SOLN [81696],1  x 30 mL Vial,26407.3
ED TROPONIN-T QUANT ,EACH,69
EDETATE CALCIUM DISODIUM 1 GM/5ML IJ SOLN [144355],1  x 5 mL Ampule,21807.1
EDETATE DISODIUM (EDTA) 3% IN SALINE OP SOLN CUSTOM UF [408924],1  x 5 mL Bottle,274.8
EDROPHONIUM CHLORIDE 10 MG/ML IJ SOLN [9917],1  x 15 mL Vial,351.8
EEG AWAKE AND DROWSY ,EACH,840
EEG AWAKE AND SLEEP ,EACH,840.00
EEG AWAKE/DROWSY 20-40MIN ,EACH,840.00
EEG CEREBRAL DEATH EVAL ,EACH,"1,515.00"
EEG COMA OR SLEEP ONLY ,EACH,840.00
EEG COMPUTER MONITOR AMBULATORY ,EACH,1515
EEG IN OR NON-INTRACRANIAL ,EACH,1280
EEG MONITORING OVER ONE HR ,EACH,840.00
EEG MONITORING UP TO ONE HR ,EACH,840.00
EEG W VIDEO EACH 24 HOURS ,EACH,3255
EEG-BASELINE ,EACH,840.00
EEG-PORT.ADLT AWAKE/DR 20-40MN ,EACH,840
EEG-PORT.PEDS AWAKE/DR(20-40MN ,EACH,840
EFAVIRENZ 200 MG PO CAPS [23900],1 each,39.3
EFAVIRENZ 50 MG PO CAPS [23898],1 each,9.9
EFAVIRENZ 600 MG PO TABS [32298],1 each,117.7
EFAVIRENZ-EMTRICITAB-TENOFOVIR 600-200-300 MG PO TABS [76835],1 each,326.9
EFFLUERAGE/MASSAGE 15MIN ,EACH,95.00
EFFLUERAGE/MASSAGE 15MIN ,EACH,95
EGD ESOPHAGOGASTFNDOPLSTY ,EACH,15860
EGD FLEX TRNSORAL DX ,EACH,3300
EGD FLEX TRNSORAL W/BAL DIL <30MM ,EACH,4470
EGD FLEX TRNSORAL W/BAL DIL 30MM+ ,EACH,4470
EGD FLEX TRNSORAL W/BX ,EACH,3300
EGD FLEX TRNSORAL W/CONTROL BLEED ,EACH,4470
EGD FLEX TRNSORAL W/DIL STRICTURE ,EACH,4470
EGD FLEX TRNSORAL W/DRAIN CYST ,EACH,8595
EGD FLEX TRNSORAL W/ENDOSCP STENT PLC ,EACH,"15,690.00"
EGD FLEX TRNSORAL W/GWIRE DIL ,EACH,3300
EGD FLEX TRNSORAL W/LES ABLATE ,EACH,"4,470.00"
EGD FLEX TRNSORAL W/LIG VARICES ,EACH,4470
EGD FLEX TRNSORAL W/MUCS RESECT ,EACH,"4,470.00"
EGD FLEX TRNSORAL W/PLC PEG TUBE ,EACH,4470
EGD FLEX TRNSORAL W/REM FB(S) ,EACH,3300
EGD FLEX TRNSORAL W/REM LES BY SNARE ,EACH,4470
EGD FLEX TRNSORAL W/REM LES HOT BX/CAUTERY ,EACH,4470
EGD FLEX TRNSORAL W/SUBMUCS INJ ,EACH,"3,300.00"
EGD FLEX TRNSORAL W/TUBE PLACE ,EACH,2980
EGD FLEX TRNSORAL W/US ,EACH,"4,470.00"
EGD FLEX TRNSORAL W/US DUODEN/JEJU ,EACH,4470
EGD FLEX TRNSORAL W/US FNA/BX ,EACH,4470
EGD FLEX TRNSORAL W/US FNA/BX LIMITED ,EACH,4470
EGD FLEX TRNSORAL W/US TRANSMRL INJ/MARK ,EACH,4470
EGD OPTICAL ENDOMICROSCOPY ,EACH,4030
EGFR 29 MUTATION ID ,EACH,"1,705.00"
EGFR 29 MUTATION ID ,EACH,1705
EGFR MICRODISSECTION MANUAL ,EACH,175
EHRLICHIA CHAFFEENSIS AB IGM ,EACH,59.00
EKG RHYTHM STRIP ,EACH,120.00
EKG SHEET ,EACH,10
EKG TRACING ONLY ,EACH,200
ELBOW 2V ,EACH,265
ELBOW 2V ,EACH,2105
ELBOW 3 V ,EACH,265
ELBOW IMPLANT IDE#G070192 ,EACH,MarkUp
ELBOW ORTHOSIS W/ADJ LOCK JNTS ,EACH,694
ELEC ANAL BIV PACER SYSTEM ,EACH,125
ELEC ANAL W/REPRO-DL CH PAC ,EACH,125
ELEC ANAL W/REPRO-SGL CH PAC ,EACH,125
ELECTRICAL UMBILICAL CABLE ,EACH,590
ELECTROCHLEOGRAPHY ,EACH,. 
ELECTROCONVULSIVE THERAPY ,EACH,"1,730.00"
ELECTROCORTICOGRAM AT SURGERY ,EACH,3260
ELECTRODE BIPOLAR ,EACH,MarkUp
ELECTRODE ELECTROSUR IDE#G120056 ,EACH,MarkUp
ELECTRODE ELECTROSURGICAL ,EACH,MarkUp
ELECTRODE ELECTROTHERAPY ,EACH,MarkUp
ELECTRODE MICROTARGET ,EACH,MarkUp
ELECTRODE MONOPOLAR ,EACH,MarkUp
ELECTRODE STARBURST 15X3 ,EACH,"4,265.00"
ELECTRODE STARBURST 25X4 ,EACH,6705
ELECTRODE SUBDURAL ,EACH,MarkUp
ELECTROLYTE PANEL (CHEM 4) ,EACH,48
ELECTRON MICROSCOPY DIAGNOSTIC ,EACH,"1,670.00"
ELECTRON MICROSCOPY THICK ,EACH,180
ELECTRONIC CROSSMATCH ,EACH,368
ELECTROPHYSIOLOGY EVALUATION ,EACH,250
ELEMENTAL IRON 1.5 MG/0.1 ML UNIT DOSE ORAL LIQD SH [402301],1 Syringe,3
ELEMENTAL IRON 3 MG/0.2 ML UNIT DOSE ORAL LIQD SH [402295],1 Syringe,3
ELEMENTAL IRON 4.5 MG/0.3 ML UNIT DOSE ORAL LIQD SH [403472],1 Syringe,3
ELETRIPTAN HYDROBROMIDE 20 MG PO TABS [34683],1 each,224.2
ELITE-OB 50-1.25 MG PO TABS [81689],1 each,4.6
ELOTUZUMAB INJ 300MG CUSTOM UF VIAL [405515],1 each,"7,538.50"
ELTROMBOPAG OLAMINE 12.5 MG PO TABS [128043],1 each,547.40
ELTROMBOPAG OLAMINE 25 MG PO TABS [94010],1 each,547.40
ELTROMBOPAG OLAMINE 50 MG PO TABS [94011],1 each,990.60
ELUXADOLINE 75 MG PO TABS [164953],1 each,68.80
ELVITEG-COBIC-EMTRICIT-TENOFAF 150-150-200-10 MG PO TABS [164997],1 each,353.50
ELVITEG-COBIC-EMTRICIT-TENOFDF 150-150-200-300 MG PO TABS [132794],1 each,370.80
ELVITEGRAVIR 150 MG PO TABS [160384],1 each,144.60
EM CATHETER ,EACH,105
EMBOLIZATION COIL-MICRONESTER ,EACH,340
EMBOLIZATION SPIDERFX SYS ,EACH,4255
EMBOLIZE/OCCLUDE VASC ARTERY NO BLEED ,EACH,29935
EMBOLIZE/OCCLUDE VASC ARTERY/VEN BLEED ,EACH,"29,935.00"
EMBOLIZE/OCCLUDE VASC ORGAN ,EACH,29935
EMBOLIZE/OCCLUDE VASC VENOUS NO BLEED ,EACH,29935
EMERGENT SPECIALIZED SERVICES LVL 1 ,EACH,180.00
EMERGENT SPECIALIZED SERVICES LVL 2 ,EACH,370
EMERGENT SPECIALIZED SERVICES LVL 3 ,EACH,515.00
EMERGENT SPECIALIZED SERVICES LVL 4 ,EACH,625.00
EMERSON LAB DRAW ,EACH,35.00
EMG 4 EXTREMITIES AND BACK ,EACH,475.00
EMG CRANIAL BIL ,EACH,475
EMG CRANIAL UNIL ,EACH,475
EMG EA EXTREMITY W/NERVE TST COMPLETE ,EACH,405.00
EMG EA EXTREMITY W/NERVE TST LIMITED ,EACH,405.00
EMG LIMITED 1 EXTREM OR NON-LIMB ,EACH,345.00
EMG NON-EXTREMITY W/NERVE TST ,EACH,405.00
EMG ONE EXTREMITY ,EACH,380.00
EMG THREE EXTREMITIES ,EACH,475
EMG TWO EXTREMITIES ,EACH,380
EMR KIT ,EACH,575
EMR KIT-OLYMPUS ,EACH,575
EMR KIT-W/C ,EACH,830.00
EMTRICITABINE 200 MG PO CAPS [36252],1 each,64.40
EMTRICITABINE-TENOFOVIR AF 200-25 MG PO TABS [167193],1 each,201.10
EMTRICITABINE-TENOFOVIR DF 200-300 MG PO TABS [39255],1 each,201.10
EMTRICITAB-RILPIVIR-TENOFOV AF 200-25-25 MG PO TABS [166520],1 each,321.70
EMTRICITAB-RILPIVIR-TENOFOV DF 200-25-300 MG PO TABS [149812],1 each,321.70
ENALAPRIL 1.25 MG PO TAB (INPATIENT) [402197],1 each,4.40
ENALAPRIL MALEATE 1 MG/ML PO LIQD (COMPOUNDED) [402054],200 mL,9.00
ENALAPRIL MALEATE 10 MG PO TABS [9924],1 each,5.90
ENALAPRIL MALEATE 2.5 MG PO TABS [9925],1 each,4.40
ENALAPRIL MALEATE 5 MG PO TABS [9927],1 each,5.60
ENALAPRILAT 1.25 MG/ML IV INJ [9929],1  x 2 mL Vial,18.90
ENALAPRILAT 1.25 MG/ML IV INJ CUSTOM UF [402641],2 mL,18.90
END CAP ,EACH,60
END CAP 2 ,EACH,194
ENDO CATH BILI DUCT SYS S&I ,EACH,1575
ENDO CATH PANCR DUCT SYS S&I ,EACH,"1,575.00"
ENDO SCISSORS ,EACH,214
ENDOLUMINAL BX OF BIL TREE PERQ INCL IMG GUID SGL OR MULT ADD ON ,EACH,"9,085.00"
ENDOLUMINAL BX URTR RNL PLVS ,EACH,550.00
ENDOLUMINL IVUS OCT 1ST VESSEL ,EACH,"5,870.00"
ENDOLUMINL IVUS OCT EA VESSEL ,EACH,"5,870.00"
ENDOMETRIAL BIOPSY ,EACH,590
ENDOMYOCARDIAL BIOPSY ,EACH,10055
ENDOSCOPY BILIARY PERCU DX ,EACH,"8,405.00"
ENDOSCOPY SMALL BOWEL STEN ,EACH,15690
ENDOVAS RPR ILIAC ART BY ILIO-ILIAC TB ENDOGRFT FOR RUPTURE ,EACH,28035
ENDOVAS RPR ILIAC ART BY ILIO-ILIAC TB ENDOGRFT OTHR THAN RUPTURE ,EACH,18690
ENDOVASC TEMP VESSEL OCCL ,EACH,34920
ENDOVEN ABLTJ INCMPTNT VEIN MCHNCHEM 1ST VEIN ,EACH,7690
ENDOVEN ABLTJ INCMPTNT VEIN MCHNCHEM SBSQ VEINS ,EACH,1850
"ENDOVENOUS ABLATION LASER TX, EACH ADDITIONAL VEIN ",EACH,MarkUp
ENDOVENOUS THERAPY CHEMICAL ADHESIVE 1ST VEIN ,EACH,14565
ENDOVENOUS THERAPY CHEMICAL ADHESIVE SUBSEQUENT ,EACH,5985
ENDRING SPINAL ,EACH,MarkUp
ENEMA ,EACH,12
ENEMA ,EACH,12
ENF STENT ENTERPRS HDE#H060001 ,EACH,13445
ENOXAPARIN SODIUM 100 MG/ML SC SOLN [135374],1  x 1 mL Syringe,108.60
