price,description,charge_type
4.7,BUTALBITAL-ACETAMINOPHEN 50-325 MG PO TABS [8955],standard
4.9,BUTALBITAL-APAP-CAFFEINE 50-325-40 MG PO TABS [8958],standard
18.6,BUTALBITAL-ASPIRIN-CAFFEINE 50-325-40 MG PO CAPS [9161],standard
352.8,BUTORPHANOL TARTRATE 10 MG/ML NA SOLN [9335],standard
19.5,BUTORPHANOL TARTRATE 2 MG/ML IJ SOLN [9334],standard
MarkUp,BUTTON FIXATION ,standard
7730,BW ECO ULTRASOUND CATH ,standard
"6,210.00",BX BREAST 1ST LESION MR IMAG ,standard
"4,575.00",BX BREAST 1ST LESION STEREOTACTIC ,standard
"4,575.00",BX BREAST 1ST LESION U/S IMAG ,standard
"4,005.00",BX BREAST ADD LESION MR IMAG ,standard
"4,005.00",BX BREAST ADD LESION STEREOTACTIC ,standard
"4,005.00",BX BREAST ADD LESION U/S IMAG ,standard
1310,BX LIVER PER NEED W/PROCED ,standard
3595,BX LIVER PERC NEEDLE ,standard
2520,BX OF CERVIX ,standard
490.00,BX SKIN INCISIONAL EA SEP/ADDL LES ,standard
970.00,BX SKIN INCISIONAL SNGL LES ,standard
490,BX SKIN PUNCH EA SEP/ADDL LES ,standard
965,BX SKIN PUNCH SNGL LES ,standard
490,BX SKIN TANGNTL EA SEP/ADDL LES ,standard
965,BX SKIN TANGNTL SNGL LES ,standard
3595,BX SOFT TISSUE NECK/THORAX ,standard
5335,C CURVE (NAV) SOFT TIP ABL ,standard
1875,C CURVE CELCIUS 7F ABL CATHETE ,standard
81,C DIFFICILE ANTIGEN DETECTION EIA ,standard
206,C DIFFICILE TOXIN BY PCR ,standard
480,C SPINE 2-3V FLEX/EXTEND ONLY ,standard
11412.1,C1 ESTERASE INHIBITOR (HUMAN) 500 UNITS IV KIT [101748],standard
11184.8,C1 ESTERASE INHIBITOR (HUMAN) 500 UNITS IV SOLR [149344],standard
"2,220.00",C1-2 PUNCTURE ,standard
29,C-1-ESTERASE INHIBITOR ,standard
196.00,C1Q COMPLEMENT ,standard
81,C3 COMPLEMENT ,standard
81.00,C3 COMPLEMENT ,standard
81.00,C4 COMPLEMENT ,standard
141.00,CA 19-9 ,standard
141.00,CA 19-9 CARBOHYDRATE ANTIGEN ,standard
38.00,CA 27-29 TUMOR ANTIGEN QUANT ,standard
40.00,CA BARD UMBILICAL 3.5FR ,standard
40.00,CA BARD UMBILICAL 5FR ,standard
141.00,CA-125 ,standard
42400.3,CABAZITAXEL 60 MG/1.5ML IV SOLN [135211],standard
103.9,CABERGOLINE 0.5 MG PO TABS [19226],standard
1219,CABLE CARTO 3 SYSTEM ,standard
1040,CABLE CONNECTOR 613 ,standard
800,CABLE CONNECTOR 651 ,standard
479.00,CABLE CONNECTOR 652 ,standard
MarkUp,CABLE ELECTRODE ,standard
"5,865.00",CABLE EPT 1000 XP ARM QUICK CO ,standard
724,CABLE INTERFACE TO GENERATOR 5 ,standard
MarkUp,CABLE MODULAR REPL HM III IDE#G140113 ,standard
MarkUp,CABLE ORTHOPEDIC ,standard
MarkUp,CABLE PACING ,standard
MarkUp,CABLE PACING EXTENSION ,standard
MarkUp,CABLE SPINAL ,standard
MarkUp,CABLE TRAUMA FIXATION ,standard
MarkUp,CABLE/SLEEVE ORTHOPEDIC ,standard
411.3,CADEXOMER IODINE 0.9 % EX GEL [12858],standard
84,CAFFEINE ,standard
3,CAFFEINE 200 MG PO TABS [1259],standard
3,CAFFEINE 200 MG PO TABS [1259],standard
143.2,CAFFEINE CITRATE 20 MG/ML IV CUSTOM LOAD UF [402665],standard
72,CAFFEINE CITRATE 20 MG/ML PO SOLN [77411],standard
109.1,CAFFEINE CITRATE 60 MG/3ML IV SOLN [144806],standard
MarkUp,CAGE GLENOID ,standard
MarkUp,CAGE SPINAL ,standard
4.7,CALAMINE 8-8 % EX LOTN [78879],standard
7,CALAMINE 8-8 % EX LOTN [78879],standard
2510,CALCIPOTRIENE 0.005 % EX CREA [16034],standard
1149,CALCIPOTRIENE 0.005 % EX OINT [12244],standard
49,CALCITONIN ,standard
308.7,CALCITONIN (SALMON) 200 UNIT/ACT NA SOLN [15738],standard
9262.7,CALCITONIN (SALMON) 200 UNIT/ML IJ SOLN [9347],standard
8220.6,CALCITONIN (SALMON) 200 UNIT/ML IJ SOLN [9347],standard
3.7,CALCITRIOL 0.25 MCG PO CAPS [9350],standard
5.9,CALCITRIOL 0.5 MCG PO CAPS [9351],standard
50.7,CALCITRIOL 1 MCG/ML IV SOLN [9348],standard
537,CALCITRIOL 1 MCG/ML PO SOLN [16218],standard
3.1,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS [164691],standard
35,CALCIUM BLOOD ,standard
3,CALCIUM CARB-CHOLECALCIFEROL 600-400 MG-UNIT PO TABS [146820],standard
36.90,CALCIUM CARBONATE 1250 (500 CA) MG/5ML PO SUSP CUSTOM SH [500013],standard
8.40,CALCIUM CARBONATE 1250 MG/5ML PO SUSP UD SH [402029],standard
3,CALCIUM CARBONATE 1250MG PO TABS UF [404174],standard
3,CALCIUM CARBONATE 324 MG PO TAB (INPATIENT) [402180],standard
3,CALCIUM CARBONATE 324 MG PO TAB (INPATIENT) [402180],standard
3,CALCIUM CARBONATE ANTACID 1000 MG PO CHEW [14005],standard
3,CALCIUM CARBONATE ANTACID 1000 MG PO CHEW [14005],standard
3,CALCIUM CARBONATE ANTACID 648 MG PO TABS [95581],standard
44,CALCIUM CHLORIDE 10 % IV SOLN [1306],standard
9,CALCIUM CHLORIDE 10 % IV SOLN [1306],standard
44,CALCIUM CHLORIDE 10 % IV SOLN [1306],standard
54,CALCIUM CHLORIDE 4 GM/500 ML NS [400715],standard
30.8,CALCIUM CHLORIDE IN NS 1 GM/50 ML IV SOLN [400685],standard
10.80,CALCIUM CHLORIDE IN NS 1 GM/50 ML IV SOLN [400685],standard
5.30,CALCIUM CHLORIDE PO LIQD 100 MG/ML [402030],standard
3,CALCIUM CITRATE 950 MG PO TABS [1308],standard
59.6,CALCIUM GLUBIONATE 1.8 GM/5ML PO SYRP [1311],standard
35,CALCIUM GLUCONATE 10 % IV SOLN [1312],standard
71.90,CALCIUM GLUCONATE 10 % IV SOLN [1312],standard
35.00,CALCIUM GLUCONATE 10 % IV SOLN [1312],standard
10.80,CALCIUM GLUCONATE 2 G/ 100 ML NS UF STANDARD [403924],standard
90.00,CALCIUM GLUCONATE IN SURGILUBE 2.5% UF COMPOUND [404590],standard
19.50,CALCIUM GLUCONATE PO LIQD 100 MG/ML [402031],standard
105.80,CALCIUM GLUCONATE-NACL 2-0.9 GM/120ML-% IV SOLN SH [400684],standard
81.60,CALCIUM GLUCONATE-NACL 2-0.9 GM/120ML-% IV SOLN SH [400684],standard
9.00,CALCIUM GLUCONATE-NACL 2-0.9 GM/120ML-% IV SOLN SH [400684],standard
95,CALCIUM IONIZED ,standard
95,CALCIUM IONIZED ,standard
3.00,CALCIUM POLYCARBOPHIL 625 MG PO TABS [11046],standard
45,CALCIUM URINE (24HR) ,standard
45,CALCIUM-URINE 24HR ,standard
16,CALCULI RISK ASSESSMENT UR - CA ,standard
10,CALCULI RISK ASSESSMENT UR - CHLORIDE ,standard
75,CALCULI RISK ASSESSMENT UR - CITRATE ,standard
12,CALCULI RISK ASSESSMENT UR - K ,standard
19,CALCULI RISK ASSESSMENT UR - MG ,standard
14,CALCULI RISK ASSESSMENT UR - NA ,standard
36,CALCULI RISK ASSESSMENT UR - OXALATE ,standard
10,CALCULI RISK ASSESSMENT UR - PH ,standard
13,CALCULI RISK ASSESSMENT UR - PHOS ,standard
13,CALCULI RISK ASSESSMENT UR - URIC ACID ,standard
60,CALCULUS ASSAY QUANT ,standard
50,CALF SLVE STANDARD ,standard
"1,684.30",CALFACTANT IN NACL 35-0.9 MG/ML-% TR SUSP [23500],standard
255,CALIPERS ,standard
3.00,CALMOL-4 76-10 % RE SUPP [42361],standard
865.00,CALORIC VSTBLR TEST W/REC BITHERMAL ,standard
865,CALORIC VSTBLR TEST W/REC MONOTHERMAL ,standard
250,CALPROTECTIN FECAL ,standard
565.00,CALRETICULIN  EXON 9 MUTATION ,standard
540,CALRETICULIN EXON 9 MUTATION ,standard
24.70,CAMPHOR-MENTHOL 0.5-0.5 % EX LOTN [23063],standard
"64,954.70",CANAKINUMAB 150 MG SC SOLR [100425],standard
170,CANALITH REPOSITIONING ,standard
10.00,CANDESARTAN CILEXETIL 16 MG PO TABS [23231],standard
10.00,CANDESARTAN CILEXETIL 16 MG PO TABS [23231],standard
13.50,CANDESARTAN CILEXETIL 32 MG PO TABS [23232],standard
13.50,CANDESARTAN CILEXETIL 32 MG PO TABS [23232],standard
10.00,CANDESARTAN CILEXETIL 4 MG PO TABS [23229],standard
10.00,CANDESARTAN CILEXETIL 8 MG PO TABS [23230],standard
804.70,CANDIDA ALBICANS SKN TST ANTGN ID SOLN [17524],standard
26.00,CANDIDA ANTIBODY ,standard
"3,057.20",CANGRELOR TETRASODIUM 50 MG IV SOLR [163067],standard
"4,446.00",CANNABIDIOL 100 MG/ML PO SOLN [180153],standard
235,CANNABINOID UR ,standard
118,CANNABINOIDS URINE DRUG CONF ,standard
257,CANNABINOID-UR ,standard
255.00,CANNON 28CM KIT ,standard
255,CANNON 32CM KIT ,standard
MarkUp,CANNULA ARTERIAL ,standard
MarkUp,CANNULA DRAINAGE ,standard
MarkUp,CANNULA ELECTROTHERAPY ,standard
MarkUp,CANNULA ERCP ,standard
MarkUp,CANNULA INJECTION ,standard
MarkUp,CANNULA ORTHOPEDIC ,standard
MarkUp,CANNULA PERFUSION ,standard
MarkUp,CANNULA VENTRICULAR ASSIST ,standard
MarkUp,CANNULATOME ,standard
5600,CANTHOTOMY LATERAL ,standard
MarkUp,CAP END ,standard
MarkUp,CAP LOCKING ,standard
MarkUp,CAP PROTECTIVE ,standard
475,CAPD - DAILY ADULT ,standard
475,CAPD HOME TRAINING -ADULT ,standard
83.10,CAPECITABINE 150 MG PO TABS [22993],standard
211.00,CAPECITABINE 500 MG PO TABS [22994],standard
22,CAPILLARY BLOOD GAS PUNCTURE ,standard
22.00,CAPILLARY BLOOD GAS PUNCTURE ,standard
899.50,CAPREOMYCIN SULFATE 1 G IJ SOLR [9394],standard
31.4,CAPSAICIN 0.1 % EX CREA [70403],standard
3300,CAPSULE ENDOSCOPY ,standard
11.5,CAPTOPRIL 100 MG PO TABS [9400],standard
5.2,CAPTOPRIL 12.5 MG PO TABS [9401],standard
5.60,CAPTOPRIL 25 MG PO TABS [9402],standard
8.70,CAPTOPRIL 50 MG PO TABS [9403],standard
5.20,CAPTOPRIL 6.25 MG PO TAB (INPATIENT) [400697],standard
24.80,CAPTOPRIL PO LIQD 0.2 MG/ML NICU [402033],standard
3.00,CAPTOPRIL PO LIQD 1 MG/ML [402032],standard
180.00,CAR ADAPT DRIVE EVAL/HR (CASH) ,standard
164.50,CARBACHOL 0.01 % IO SOLN [19704],standard
99,CARBAMAZEPINE (TEGRETOL) TOTAL ,standard
3,CARBAMAZEPINE 100 MG PO CHEW [1355],standard
3.00,CARBAMAZEPINE 100 MG PO TAB (INPATIENT) [402850],standard
13.70,CARBAMAZEPINE 100 MG/5ML PO SUSP [1356],standard
266,CARBAMAZEPINE 100 MG/5ML PO SUSP [1356],standard
3.40,CARBAMAZEPINE 200 MG PO TABS [1357],standard
13.7,CARBAMAZEPINE 200 MG/10ML PO SUSP UD SH [402034],standard
3.00,CARBAMAZEPINE 50 MG PO CHEW (INPATIENT) [400698],standard
3.00,CARBAMAZEPINE 50 MG PO CHEW (INPATIENT) [400698],standard
6.40,CARBAMAZEPINE ER 100 MG PO CP12 [37567],standard
4.7,CARBAMAZEPINE ER 100 MG PO TB12 [27634],standard
6.40,CARBAMAZEPINE ER 200 MG PO CP12 [27632],standard
5.8,CARBAMAZEPINE ER 200 MG PO CP12 [27632],standard
3,CARBAMAZEPINE ER 200 MG PO TB12 [27635],standard
6.30,CARBAMAZEPINE ER 200 MG PO TB12 [27635],standard
6.40,CARBAMAZEPINE ER 300 MG PO CP12 [27633],standard
18.40,CARBAMAZEPINE ER 400 MG PO TB12 [27636],standard
7.50,CARBAMIDE PEROXIDE 6.5 % OT SOLN [1359],standard
94.80,CARBIDOPA 25 MG PO TABS [26703],standard
32.40,CARBIDOPA-LEVODOPA 1.25-5 MG/ML ORAL SUSPENSION CUSTOM UF [409165],standard
3.50,CARBIDOPA-LEVODOPA 10-100 MG PO TABS [9406],standard
3.00,CARBIDOPA-LEVODOPA 12.5-50 MG PO TAB (INPATIENT) [402184],standard
3.90,CARBIDOPA-LEVODOPA 25-100 MG PO TABS [9407],standard
3.00,CARBIDOPA-LEVODOPA 25-100 MG PO TABS [9407],standard
4.20,CARBIDOPA-LEVODOPA 25-100 MG PO TBDP [39497],standard
4.90,CARBIDOPA-LEVODOPA 25-250 MG PO TABS [9408],standard
3.00,CARBIDOPA-LEVODOPA ER 25-100 MG PO TBCR [157464],standard
5.30,CARBIDOPA-LEVODOPA ER 50-200 MG PO TBCR [26371],standard
195,CARBOGEN TREATMENT ,standard
35,CARBON DIOXIDE ,standard
85,CARBON MONOXIDE QUANTITATIVE ,standard
237.40,CARBOPLATIN 10 MG/ML IV SOLN CUSTOM UF [408653],standard
291.10,CARBOPLATIN 10 MG/ML IV SOLN CUSTOM UF [408653],standard
318.20,CARBOPLATIN 10 MG/ML IV SOLN CUSTOM UF [408653],standard
"1,461.60",CARBOPROST TROMETHAMINE 250 MCG/ML IM SOLN [9413],standard
3.00,CARBOXYMETHYLCELLULOSE SOD PF 1 % OP GEL [175812],standard
130,CARCINOEMBRYONIC ANTIGEN ,standard
"1,495.00",CARD BLD POOL GATED SINGLE ,standard
365,CARD REHAB W/MONITOR ,standard
420,CARD REHAB W/O ECG MONITORING ,standard
1495,CARDIAC BLD POOL GATED-MULTIP ,standard
90,CARDIAC CATH TRAY ,standard
45,CARDIAC CK ,standard
1495,CARDIAC SHUNT DETECTION ,standard
1040,CARDIAC STRESS TEST ,standard
70,CARDIACATH PACK ,standard
70.00,CARDIACATH PACK ,standard
"19,210.00",CARDIOFORM SEPTAL OCCLUDER ,standard
93.00,CARDIOLIPIN AB EA IG CLASS ,standard
840.00,CARDIOPULMONARY EXERCISE TESTING ,standard
840,CARDIOPULMONARY RESUSCITATION ,standard
1705,CARDIOVERSION ELEC EXT ,standard
"1,705.00",CARDIOVERSION ELECTIVE EXTERNAL ,standard
1705,CARDIOVERSION ELECTIVE INTERNA ,standard
"1,705.00",CARDIOVERSION ELECTIVE INTERNAL ,standard
46705,CARDIOVERTER DEFIBRILLATOR INTICA PROMRI ,standard
37920,CARDIOVERTER-DEFIB RESONATE EL ,standard
"4,585.90",CARFILZOMIB 30 MG IV SOLR CUSTOM UF [405754],standard
"4,585.90",CARFILZOMIB 30 MG IV SOLR CUSTOM UF [405754],standard
"9,143.60",CARFILZOMIB 60 MG IV SOLR [132569],standard
205.50,CARGLUMIC ACID 100 MG PO TAB (INPATIENT) [403233],standard
692.50,CARGLUMIC ACID 200 MG PO TABS [140440],standard
3.00,CARISOPRODOL 350 MG PO TABS [1395],standard
"15,612.60",CARMUSTINE 100 MG IV SOLR [28911],standard
"15,924.30",CARMUSTINE 100 MG IV SOLR [28911],standard
"15,924.30",CARMUSTINE 100 MG IV SOLR [28911],standard
63,CARNITINE QUANT EA SPECIMEN ,standard
31,CAROTENE ,standard
605.00,CAROTID BIL COMPLETE ,standard
"4,360.00",CAROTID FLTR PRCS PMA#P030047 ,standard
6005,CAROTID STENT GUIDNT ,standard
"6,085.00",CAROTID STNT PRCS PMA#P030047 ,standard
590.00,CAROTID UNILAT OR LIMITED ,standard
91.00,CARRASYN V WOUND DRESSING EX GEL [17564],standard
1335,CARTO 3 REF PATCH ,standard
MarkUp,CARTRIDGE BONE STAPLE ,standard
515.00,CARTRIDGE EXPRESS NXSTAGE ,standard
6.50,CARVEDILOL 12.5 MG PO TABS [15749],standard
6.50,CARVEDILOL 25 MG PO TABS [15748],standard
6.50,CARVEDILOL 3.125 MG PO TABS [18551],standard
6.50,CARVEDILOL 6.25 MG PO TABS [15747],standard
33.10,CARVEDILOL PHOSPHATE ER 10 MG PO CP24 [77664],standard
33.10,CARVEDILOL PHOSPHATE ER 20 MG PO CP24 [77665],standard
33.10,CARVEDILOL PHOSPHATE ER 40 MG PO CP24 [77666],standard
33.10,CARVEDILOL PHOSPHATE ER 80 MG PO CP24 [77667],standard
17.00,CARVEDILOL PO LIQD 1.67 MG/ML [402036],standard
"1,393.90",CASPOFUNGIN ACETATE 50 MG IV SOLR [29567],standard
"1,393.90",CASPOFUNGIN ACETATE 50 MG IV SOLR [29567],standard
"1,447.20",CASPOFUNGIN ACETATE 70 MG IV SOLR [29568],standard
"1,447.20",CASPOFUNGIN ACETATE 70 MG IV SOLR [29568],standard
90.00,CAST REPAIR-LG SCOT ,standard
90,CAST REPAIR-MED SCOT ,standard
70,CAST REPAIR-SM SCOTC ,standard
90.00,CAST SHOE ,standard
80,CAST-ORTHO GLASS LONG ARM-A ,standard
30,CAST-ORTHO GLASS LONG ARM-P ,standard
224,CAST-ORTHO GLASS LONG LEG-A ,standard
50,CAST-ORTHO GLASS LONG LEG-P ,standard
60,CAST-ORTHO GLASS SHORT ARM-A ,standard
100,CAST-ORTHO GLASS SHORT LEG-A ,standard
30.00,CAST-ORTHO GLASS SHORT LEG-P ,standard
24,CAT SCRATCH DISEASE AB ,standard
71,CATECHOLAMINES FREE (URINE) ,standard
153,CATH - WEDGE ,standard
315,CATH 10F BILIARY ,standard
605,CATH 15FRX24CM CANNON ,standard
605,CATH 15FRX28CM CANNON ,standard
755,CATH 15FRX32CM CANNON ,standard
955,CATH 1ST ORD ART ABD/PELVIC ,standard
955,CATH 1ST ORD ART TH/BRACH ,standard
855.00,CATH 1ST ORDER VENOUS ,standard
955,CATH 2ND ORD ART ABD/PELVIC ,standard
955.00,CATH 2ND ORD ART TH/BRACH ,standard
955.00,CATH 2ND ORDER VENOUS ,standard
955,CATH 3RD ORD ART ABD/PELVIC ,standard
955.00,CATH 3RD ORD ART TH/BRACH ,standard
955.00,CATH 3RD ORD ART TH/BRACH ,standard
224,CATH 8X30 SKEETER ,standard
790,CATH AORTA ,standard
224,CATH APD ,standard
194.00,CATH APD 16 FR ,standard
MarkUp,CATH ARTERIAL EMBOLECTOMY 7FR ,standard
9715,CATH ATHERECTOMY HAWKONE ,standard
120.00,CATH BALLOON PRESSURE - ARROW ,standard
120.00,CATH BALLOON PRESSURE - ARROW ,standard
105,CATH BEACON TIP ,standard
1285,CATH BLLN CODA ,standard
275,CATH COBRA PED 3 FR ,standard
413,CATH CTLAT ,standard
40,CATH CUFF KIT ,standard
128.00,CATH DBL LUMEN WEDGE 5FR ,standard
128.00,CATH DBL LUMEN WEDGE 7FR ,standard
1840,CATH DEFLECTING VENTURE ,standard
694,CATH DILAT PERI VIATRAC ,standard
235,CATH DRAINAGE 10 FR ,standard
224.00,CATH DRAINAGE TRAY ,standard
168,CATH DRN KIT PLEURX 50-7500 ,standard
1025,CATH DUAL ACCESS ,standard
1815,CATH DUAL PORT ,standard
138.00,CATH DUPLO CATH 180 ,standard
955,CATH EA ADD ART ABD/PELVIC ,standard
955,CATH EA ADD ART ABD/PELVIC ,standard
955,CATH EA ADD ART TH/BRACH ,standard
390,CATH FOR SIS OR HYSTEROSALPINGOGRAPHY ,standard
15,CATH FOR URINE SPECIMEN COLLECT ,standard
70,CATH FR 5-125 ,standard
320,CATH GUIDE STR/ENVOY 6 FR 90 ,standard
1345,CATH GUIDELINER ,standard
1.00,CATH GUIDING ARC132 ,standard
1438,CATH GUIDING DESTINO ,standard
1408,CATH GUIDING INTERVENTIONAL ,standard
1140,CATH GUIDING SHEATH ,standard
173,CATH GUIDING VISTA ,standard
MarkUp,CATH HICKMAN 10 FR ,standard
1260,CATH HICKMAN 7 FR ,standard
224,CATH HOCK STICK ,standard
245.00,CATH INFUSION 5 FR 90 CM 10 ,standard
4370,CATH INPACT ADMIRAL PACLITAXEL COATED ,standard
9550,CATH INTRACRANIAL ART. ,standard
479.00,CATH JEJUNAL ,standard
50,CATH LINE CONNECT 50-7225 ,standard
50.00,CATH LINE KIT PLEURX 50-7210 ,standard
50,CATH LINE KIT PLEURX 50-7210 ,standard
40.00,CATH LINE KIT PLEURX 50-7235 ,standard
855,CATH LT OR RT PULM ART ,standard
724,CATH LUMEN DUAL 7 FR ,standard
1474,CATH MICRO SUPERCROSS ,standard
80,CATH MIKLSON 15/80 ,standard
350,CATH PICC TRIPLE LUMEN ,standard
10685,CATH PLACEMENT ANGIOGRAPHY ,standard
11750,CATH PLCMNT W/BYPASS GRFT/INT MAM ,standard
1285,CATH PLEURX 50-700 ,standard
224,CATH RENAL CRV ,standard
2270,CATH REPROCESSED GE ICE-ACUNAV ,standard
3458,CATH REPROCESSED GE ICE-CARTO SOUNDSTAR ,standard
935.00,CATH RT HRT/PULM ART ,standard
855,CATH SEGMENTAL ART ,standard
204.00,CATH SIM 1 5 FR ,standard
224,CATH SKATER ,standard
510,CATH SUPPORT CXI ,standard
1.00,CATH TRANSLUM ANGIOPLASTY LASER ,standard
3095,CATH UMBILICAL VEIN NEWBORN ,standard
388,CATH UNFUSE 5 FR 135 CM 10 ,standard
469,CATH UNIFUSE 5 FR 135 CM 30 ,standard
393,CATH UNIFUSE 5 FR 90 CM 10 ,standard
MarkUp,CATH UNIFUSE 5 FR 90 CM 30 ,standard
16645,CATH-ART-INCRAN W/S&I ,standard
12560,CATH-ART-XCRAN W/S&I ,standard
40,CATHETER ,standard
1464,CATHETER  BI DIRECTIONAL ,standard
204,CATHETER - PED-PIG-VSC ,standard
90,CATHETER - VESSEL SIZING ,standard
"4,835.00",CATHETER ABLATION DF CURVE ,standard
550.00,CATHETER ABLATION EXTENSION ,standard
14120,CATHETER ACUITY GUIDING ,standard
MarkUp,CATHETER ANGIOGRAPHIC ,standard
805,CATHETER ANGIOPLASTY OTW ,standard
9920,CATHETER ATHERECTOMY DIAMONDBACK ,standard
3125,CATHETER ATHERECTOMY ROTABLATOR ,standard
"8,365.00",CATHETER ATHERECTOMY XC ,standard
MarkUp,CATHETER BALLOON ,standard
MarkUp,CATHETER BALLOON ANGIOGRAPHIC ,standard
MarkUp,CATHETER BALLOON DILATATION ,standard
MarkUp,CATHETER BALLOON OCCLUSION ,standard
"6,830.00",CATHETER BI-DIRECTIONAL ,standard
"1,188.00",CATHETER BLN OCCLUSION ,standard
570,CATHETER BLN OCCLUSION ,standard
MarkUp,CATHETER CECOSTOMY ,standard
MarkUp,CATHETER CENTRAL VENOUS ,standard
MarkUp,CATHETER CHOLANGIOGRAM ,standard
128,CATHETER DIAGNOSTIC KA2 ,standard
MarkUp,CATHETER DIALYSIS ,standard
9170,CATHETER DIAMONDBACK 360 ,standard
MarkUp,CATHETER DILATION NON VASCULAR ,standard
MarkUp,CATHETER DRAINAGE ,standard
MarkUp,CATHETER ELECTROHEMOSTASIS ,standard
MarkUp,CATHETER EMBOLECTOMY ,standard
"1,865.00",CATHETER EMBOLECTOMY ,standard
"5,065.00",CATHETER EMBOLECTOMY ,standard
"8,735.00",CATHETER EMBOLECTOMY ,standard
255,CATHETER EMBOLECTOMY BALLOON ,standard
315.00,CATHETER EP ,standard
5710,CATHETER EP ,standard
"3,395.00",CATHETER EP BIDIRECTIONAL ,standard
"6,535.00",CATHETER EP COOLTIP ,standard
2770,CATHETER EP DECANAV ,standard
1433,CATHETER EP DECAPOLAR ,standard
"4,540.00",CATHETER EP PENTARAY ,standard
1570,CATHETER EP QUAD ,standard
"1,305.00",CATHETER EP SAFIRE ,standard
1413,CATHETER EP STEERABLE ,standard
MarkUp,CATHETER EXTERNAL DRAINAGE ,standard
168,CATHETER FOGARTY 3 FR ,standard
550,CATHETER GUIDE TERUMO ,standard
"1,345.00",CATHETER GUIDELINER ,standard
MarkUp,CATHETER GUIDING ,standard
6120,CATHETER GUIDING SWIFTNINJA ,standard
2010,CATHETER HI FLO RENEGADE ,standard
40,CATHETER INFINITI ,standard
MarkUp,CATHETER INFUSION ,standard
MarkUp,CATHETER INTERVENTIONAL ,standard
MarkUp,CATHETER INTRAAORTIC BALLOON ,standard
MarkUp,CATHETER INTRATHECAL ,standard
MarkUp,CATHETER INTRATHECAL ,standard
MarkUp,CATHETER INTRAUTERINE ,standard
MarkUp,CATHETER MAPPING CIRCULAR ,standard
4160,CATHETER MICRO INTERMEDIATE ,standard
MarkUp,CATHETER NERVE BLOCK ,standard
1168,CATHETER PALINDROME ,standard
370,CATHETER PHARESIS ,standard
6885,CATHETER PIONEER PLUS ,standard
1375,CATHETER QUADRIPOLAR 5F ,standard
MarkUp,CATHETER SHUNT ,standard
5520,CATHETER SPIROFLEX ,standard
MarkUp,CATHETER SUPRAPUBIC ,standard
345,CATHETER SURECROSS ,standard
MarkUp,CATHETER SURGICAL ,standard
885,CATHETER SWAN GANZ TD ,standard
MarkUp,CATHETER THROMBECTOMY ,standard
MarkUp,CATHETER THROMBECTOMY ,standard
"1,635.00",CATHETER TRANSFUSION RAPID TRANSIT ,standard
580.00,CATHETER TRANSLUMIN NONLASER ,standard
"2,224.00",CATHETER TRANSLUMINAL ANGIOSCULPT ,standard
8875,CATHETER TRANSLUMINAL ATHERECTOMY ,standard
"4,440.00",CATHETER TRANSLUMINAL DRUG-COAT ,standard
MarkUp,CATHETER TRI-LOBE BALLOON IDE#G130120 ,standard
1560,CATHETER TURNPIKEP ,standard
MarkUp,CATHETER ULTRASOUND ,standard
MarkUp,CATHETER URETERAL ,standard
MarkUp,CATHETER URETHRAL ,standard
2085,CATHETER VALVULOPLASTY BALLOON ,standard
1895,CATHETER VOLCANO IVUS ,standard
50.00,CATHETER-BRACHYTX SOURCE ADMIN ,standard
224,CATHETER-DRAINAGE ,standard
30,CATHETERIZATION I & O ,standard
15,CATHETERIZATION W/SPECIMEN COLLECTION ,standard
70,CATHETERIZATION-FOLEY ,standard
50.00,CATHETER-LINE CONNECT 507225 ,standard
50,CATHETET H1 5 FR ,standard
"18,310.00",CATH-INT CAROTID W/S&I ,standard
12560,CATH-NSEL-THOR AORTA W/S&I ,standard
53,CBC SCREEN (DIFF PLT) ,standard
53.00,CBC W/DIFF ,standard
53.00,CBC WITH AUTO DIFFERENTIAL ,standard
20,CCP ANTIBODY ,standard
88,CCP IGG ANTIBODY ,standard
475,CCPD - DAILY ADULT ,standard
475,CCPD HOME TRAINING - ADULT ,standard
475,CCPD HOME TRAINING - PEDS ,standard
632.00,CD33 GENOTYPE ,standard
73.00,CD4/CD8 TOTAL CNTS W/RATIO ,standard
59,CD4/CD8 TOTAL CNTS W/RATIO ,standard
130,CEA FLUID ,standard
801,CEBPA GENE ANALYSIS ,standard
375,CEBPA GENE FULL SEQUENCE ,standard
6.00,CEFACLOR 250 MG PO CAPS [9430],standard
11.70,CEFACLOR 500 MG PO CAPS [9431],standard
182.40,CEFADROXIL 250 MG/5ML PO SUSR [9438],standard
11.20,CEFADROXIL 500 MG PO CAPS [9436],standard
160,CEFAZOLIN CONCENTRATION ,standard
40.50,CEFAZOLIN SODIUM 1 G IJ SOLR [1445],standard
10.40,CEFAZOLIN SODIUM 1 G IJ SOLR [1445],standard
34.90,CEFAZOLIN SODIUM 1 G IJ SOLR [1445],standard
9,CEFAZOLIN SODIUM 1 G IJ SOLR [1445],standard
230.4,CEFAZOLIN SODIUM 10 G IJ SOLR [1446],standard
230.4,CEFAZOLIN SODIUM 10 G IJ SOLR [1446],standard
151.40,CEFAZOLIN SODIUM 10 G IJ SOLR [1446],standard
13,CEFAZOLIN SODIUM 500 MG IJ SOLR [1448],standard
