Facility,Description - UPPERCASE,Unit Price
Cooper Service Area,CATH SNP SHNT VNTRC 6CM STD BARIUM IMPREGNATED [41406],"$1,042.90"
Cooper Service Area,CATH SOFIA 6FR 125CM STR ,"$12,100.75"
Cooper Service Area,CATH SOFIA 6FR 131CM STR ,"$12,100.75"
Cooper Service Area,CATH SOFT-VU MPA 4F X 100CM ,$67.90
Cooper Service Area,CATH SOLITAIRE 6MM /40MM ,"$29,075.75"
Cooper Service Area,CATH SOS OMNI- 5FR ,$77.60
Cooper Service Area,CATH SPIROFLEX THROMBECTOMEY SET ULTRA,"$8,099.50"
Cooper Service Area,CATH SPIROFLEX VG SET ULTRA ,"$8,439.00"
Cooper Service Area,CATH SPRT 2.6FRX.018X90CM TUNG MRKR BND CXI,$800.25
Cooper Service Area,CATH SPRT 2.6FRX150CM ANG CXI W/ TUNG MRKR BANDS,$638.99
Cooper Service Area,CATH SPRT 2.6FRX65CM ANG CXI W/ TUNG MRKR BANDS,$638.99
Cooper Service Area,CATH SPRT 2.6FRX65CM STR CXI W/ TUNG MRKR BANDS,$638.99
Cooper Service Area,CATH SPRT 3.4/2.2FRX135CM XCATH W/ HYDRCT,$412.25
Cooper Service Area,CATH SPRT 4.0FRX135CM DAV CXI W/ TUNG MRKR BANDS,$638.99
Cooper Service Area,CATH SPRT 4.0FRX90CM STR CXI W/ TUNG MRKR BANDS,$638.99
Cooper Service Area,CATH SPRT 4.8/3.7FRX135CM XCATH W/ HYDRCT,$412.25
Cooper Service Area,CATH SPRT 4.8/3.7FRX90CM XCATH W/ HYDRCT,$412.25
Cooper Service Area,CATH SPRT INTRCRAN ,"$8,245.00"
Cooper Service Area,CATH SPYSCOPE DS ACC/DLV ,"$11,882.50"
Cooper Service Area,CATH STAMEY PERC SUPRA 14FR ,$218.59
Cooper Service Area,CATH STD 18-30MMX120 7FX 100 SNARE,"$1,605.35"
Cooper Service Area,CATH STERLING 3X100MMX150CM BLN LWR XTRMT PERI OTW ANGIO,$705.68
Cooper Service Area,CATH STERLING 3X40MMX150CM BLN LWR XTRMT PERI OTW ANGIO,$705.68
Cooper Service Area,CATH STERLING 3X60MMX150CM BLN LWR XTRMT PERI OTW ANGIO,$705.68
Cooper Service Area,CATH STERLING 3X80MMX150CM BLN LWR XTRMT PERI OTW ANGIO,$705.68
Cooper Service Area,CATH STERLING 4X100MMX135CM BLN LWR XTRMT PERI OTW ANGIO,$705.68
Cooper Service Area,CATH STERLING 4X40MMX135CM BLN LWR XTRMT PERI OTW ANGIO,$705.68
Cooper Service Area,CATH STERLING 4X60MMX135CM BLN LWR XTRMT PERI OTW ANGIO,$705.68
Cooper Service Area,CATH STERLING 4X80MMX135CM BLN LWR XTRMT PERI OTW ANGIO,$705.68
Cooper Service Area,CATH STERLING 5X120MMX135CM BLN LWR XTRMT PERI OTW ANGIO,$705.68
Cooper Service Area,CATH STERLNG 6X100X135X4.8FR BALLOON OTW (HYBRID),$705.68
Cooper Service Area,CATH STERLNG 6X80X135X4.8FR BALLOON OTW (HYBRID),$705.68
Cooper Service Area,CATH STERLNG 7X100X135X4.8FR BALLOON OTW (HYBRID),$705.68
Cooper Service Area,CATH STERLNG 7X60X135X4.8FR BALLOON OTW (HYBRID),$705.68
Cooper Service Area,CATH STERLNG 7X80X135X4.8FR BALLOON OTW (HYBRID),$705.68
Cooper Service Area,CATH STINGRAY ,"$5,795.75"
Cooper Service Area,CATH STINGRAY XTN WIRED ,$363.75
Cooper Service Area,CATH SWAN-GANZ W/O HEPARIN ,$921.50
Cooper Service Area,CATH SYS DLV ENVEO R ,"$10,233.50"
Cooper Service Area,CATH SZ 20 CM 5FRX100CM ANGIO DX PIG SEGMENT ACCU-VU,$533.50
Cooper Service Area,CATH SZ AUROUS 5.0FRX100CM PIG TIP CONFIG W/O RADOPQ TIP [N5.0-35-100-P-10S-PIG-CSC-20],$485.00
Cooper Service Area,CATH TEMPO AQUA RBL 4.5 ,$23.23
Cooper Service Area,CATH TEMPO AQUA RBL 5 ,$116.16
Cooper Service Area,CATH TEMPO AQUA RBL4 ,$116.16
Cooper Service Area,CATH THERMACOOL ,"$4,534.75"
Cooper Service Area,CATH THERMOCOOL F ST SF SMARTTOUCH,"$18,197.20"
Cooper Service Area,CATH THERMOCOOL F/F ST SF SMARTTOUCH,"$19,147.80"
Cooper Service Area,CATH THERMOCOOL F/S ST SF SMARTTOUCH,"$19,147.80"
Cooper Service Area,CATH THERMOCOOL SF CARTO D/F CRV,"$14,346.30"
Cooper Service Area,CATH THERMOCOOL SF CARTO F/F CRV,"$14,346.30"
Cooper Service Area,CATH THERMOCOOL SF CARTO F/J CRV,"$14,346.30"
Cooper Service Area,CATH THERMOCOOL SMRTTCH SF DF ,"$19,147.80"
Cooper Service Area,CATH TIG 5F X 110CM ,$218.25
Cooper Service Area,CATH TIP PUNCH FOLEY ,$340.32
Cooper Service Area,CATH TORQR 6F 110CM ,$606.25
Cooper Service Area,CATH TRANSEPTAL 8FR MULLIN ,$358.90
Cooper Service Area,CATH TREK 0.014INX2.50X20MM COR DIL BLN,$460.75
Cooper Service Area,CATH TRI LBE 26 X 42MM BALLN ENHNCD DSGN,"$3,128.25"
Cooper Service Area,CATH TRIALYSIS 20CM CRV ,$727.50
Cooper Service Area,CATH TRI-LOBE BALLOON ,"$3,128.25"
Cooper Service Area,CATH TRNB 5FX.035X65CM V4 ADV  [HNB5.0-35-65-P-NS-VANSCHIE4-01],"$1,566.55"
Cooper Service Area,CATH TRNB 5FX.038X100CM VTK ADV,$339.50
Cooper Service Area,CATH TRNB 5FX.038X65CM MPA ADV  [HNB5.0-38-65-P-NS-MPA],$49.47
Cooper Service Area,CATH TRUE DIL BLN VLVPL ,"$4,607.50"
Cooper Service Area,CATH ULTRA LONG RFA FOCAL BARRX,"$9,098.60"
Cooper Service Area,CATH URET 10FRX50CM DBL LUM ,$147.44
Cooper Service Area,CATH URET 5FRX70CM FLXB OPN TIP TIGERTAIL,$43.17
Cooper Service Area,CATH URET 5MMX10CM XFRC U30 BLN DIL URTSCP W/ INFL DEV,$853.60
Cooper Service Area,CATH URET OPN END 4FRX70CM ,$485.49
Cooper Service Area,CATH URET U30 5MMX4CM BLN DIL W/ INFL DEV X FRC,$853.60
Cooper Service Area,CATH URETER TPR 5.8FR 24FR 75CM 4CM KNK RST SHFT RADPQ,"$2,038.31"
Cooper Service Area,CATH URO-MAX BALLOON 15FRX10CM ,"$2,254.28"
Cooper Service Area,CATH URO-MAX BALLOON 15FRX4CM ,"$2,254.28"
Cooper Service Area,CATH VENTRICLEAR VNTRC DRN ,"$1,374.83"
Cooper Service Area,CATH VENTRICULAR LARGE ,$621.58
Cooper Service Area,CATH VENTRICULAR LARGE ,$936.20
Cooper Service Area,CATH VENTURE OTW 6FR 140CM ,"$3,152.50"
Cooper Service Area,CATH VERSAFLEX Z ZNIS+8R DISP PH/IMPEDANCE,$509.25
Cooper Service Area,CATH VNTRC SYS W/ SNAP ASMB VENTRICULOSTOMY RSRVR BS [24094],"$1,042.90"
Cooper Service Area,CATH VTK 6FR X .035 X 125CM ,$309.19
Cooper Service Area,CATH WOVEN QUADRAPOLAR 5MM JOSEPHSON CRV,$567.45
Cooper Service Area,CATH XPEEDIOR THROMBCTMY SET ULTRA,"$2,182.50"
Cooper Service Area,CATH XTD DIST LGTH MIC ULTRAFLOW,"$1,813.90"
Cooper Service Area,CATHETER 18MMX4CMX9FR BLN DIL Z-MED II,"$3,632.84"
Cooper Service Area,CATHETER 40 PTA 7MMX4CMX75CM BALLOON DIALATION CONQUEST,$970.00
Cooper Service Area,CATHETER RELIEVA VORTEX 2 SINUS IRRIGATION,$751.75
Cooper Service Area,CAUTERY ACU DISPO FT2 ,$630.26
Cooper Service Area,CEFAZOLIN 1 GRAM INTRAVENOUS SOLUTION,$11.93
Cooper Service Area,CEFAZOLIN 1 GRAM SOLUTION FOR INJECTION,$29.10
Cooper Service Area,CEFAZOLIN 1 GRAM SOLUTION FOR INJECTION,$8.00
Cooper Service Area,CEFAZOLIN 1 GRAM SOLUTION FOR INJECTION,$7.76
Cooper Service Area,CEFAZOLIN 1 GRAM SOLUTION FOR INJECTION,$7.71
Cooper Service Area,CEFAZOLIN 1 GRAM SOLUTION FOR INJECTION,$6.94
Cooper Service Area,CEFAZOLIN 1 GRAM SOLUTION FOR INJECTION,$6.93
Cooper Service Area,CEFAZOLIN 1 GRAM SOLUTION FOR INJECTION,$6.63
Cooper Service Area,CEFAZOLIN 1 GRAM SOLUTION FOR INJECTION,$5.34
Cooper Service Area,CEFAZOLIN 1 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) INTRAVENOUS PIGGYBACK,$44.43
Cooper Service Area,CEFAZOLIN 10 GRAM SOLUTION FOR INJECTION,$11.64
Cooper Service Area,CEFAZOLIN 10 GRAM SOLUTION FOR INJECTION,$5.82
Cooper Service Area,CEFAZOLIN 10 GRAM SOLUTION FOR INJECTION,$2.78
Cooper Service Area,CEFAZOLIN 10 GRAM SOLUTION FOR INJECTION,$2.68
Cooper Service Area,CEFAZOLIN 10 GRAM SOLUTION FOR INJECTION,$2.67
Cooper Service Area,CEFAZOLIN 10 GRAM SOLUTION FOR INJECTION,$2.04
Cooper Service Area,CEFAZOLIN 10 GRAM SOLUTION FOR INJECTION,$2.01
Cooper Service Area,CEFAZOLIN 2 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) INTRAVENOUS PIGGYBACK,$55.48
Cooper Service Area,CEFAZOLIN 500 MG SOLUTION FOR INJECTION,$9.71
Cooper Service Area,CEFAZOLIN 500 MG SOLUTION FOR INJECTION,$7.76
Cooper Service Area,CEFEPIME 1 GRAM SOLUTION FOR INJECTION,$29.10
Cooper Service Area,CEFEPIME 1 GRAM SOLUTION FOR INJECTION,$28.13
Cooper Service Area,CEFEPIME 1 GRAM SOLUTION FOR INJECTION,$27.65
Cooper Service Area,CEFEPIME 1 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) INTRAVENOUS PIGGYBACK,$128.77
Cooper Service Area,CEFEPIME 1 GRAM/50 ML IN DEXTROSE 5 % INTRAVENOUS PIGGYBACK,$77.26
Cooper Service Area,CEFEPIME 2 GRAM SOLUTION FOR INJECTION,$24.25
Cooper Service Area,CEFEPIME 2 GRAM SOLUTION FOR INJECTION,$24.01
Cooper Service Area,CEFEPIME 2 GRAM SOLUTION FOR INJECTION,$23.77
Cooper Service Area,CEFEPIME 2 GRAM/100 ML IN DEXTROSE (ISO-OSMOTIC) INTRAVENOUS PIGGYBACK,$206.61
Cooper Service Area,CEFEPIME 2 GRAM/50 ML IN DEXTROSE 5 % INTRAVENOUS PIGGYBACK,$117.81
Cooper Service Area,CEFPODOXIME 100 MG/5 ML ORAL SUSPENSION,$33.44
Cooper Service Area,CEFPODOXIME 200 MG TABLET,$32.82
Cooper Service Area,CEFTAROLINE FOSAMIL 400 MG INTRAVENOUS SOLUTION,$931.79
Cooper Service Area,CEFTAROLINE FOSAMIL 400 MG INTRAVENOUS SOLUTION,$931.78
Cooper Service Area,CEFTAROLINE FOSAMIL 600 MG INTRAVENOUS SOLUTION,$931.79
Cooper Service Area,CEFTAROLINE FOSAMIL 600 MG INTRAVENOUS SOLUTION,$931.78
Cooper Service Area,CEFTAZIDIME-AVIBACTAM 2.5 GRAM INTRAVENOUS SOLUTION,"$1,740.23"
Cooper Service Area,CEFTAZIDIME-AVIBACTAM 2.5 GRAM INTRAVENOUS SOLUTION,"$1,740.22"
Cooper Service Area,CEFTOLOZANE-TAZOBACTAM 1.5 GRAM INTRAVENOUS SOLUTION,$552.61
Cooper Service Area,CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,$22.63
Cooper Service Area,CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,$18.92
Cooper Service Area,CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,$16.98
Cooper Service Area,CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,$7.28
Cooper Service Area,CEFTRIAXONE 1 GRAM/50 ML IN DEXTROSE (ISO-OSMOT) INTRAVENOUS PIGGYBACK,$72.90
Cooper Service Area,CEFTRIAXONE 10 GRAM SOLUTION FOR INJECTION,$21.64
Cooper Service Area,CEFTRIAXONE 2 GRAM SOLUTION FOR INJECTION,$43.27
Cooper Service Area,CEFTRIAXONE 2 GRAM SOLUTION FOR INJECTION,$37.83
Cooper Service Area,CEFTRIAXONE 2 GRAM SOLUTION FOR INJECTION,$13.82
Cooper Service Area,CEFTRIAXONE 2 GRAM/50 ML IN DEXTROSE (ISO-OSM) INTRAVENOUS PIGGYBACK,$118.05
Cooper Service Area,CEFTRIAXONE 250 MG SOLUTION FOR INJECTION,$8.62
Cooper Service Area,CEFTRIAXONE 250 MG SOLUTION FOR INJECTION,$3.64
Cooper Service Area,CEFTRIAXONE 500 MG SOLUTION FOR INJECTION,$4.61
Cooper Service Area,CELECOXIB 100 MG CAPSULE,$37.43
Cooper Service Area,CELECOXIB 100 MG CAPSULE,$11.38
Cooper Service Area,CELECOXIB 100 MG CAPSULE,$5.85
Cooper Service Area,CELECOXIB 100 MG CAPSULE,$4.79
Cooper Service Area,CELECOXIB 100 MG CAPSULE,$0.73
Cooper Service Area,CELECOXIB 200 MG CAPSULE,$61.40
Cooper Service Area,CELECOXIB 200 MG CAPSULE,$24.40
Cooper Service Area,CELECOXIB 200 MG CAPSULE,$9.67
Cooper Service Area,CELECOXIB 200 MG CAPSULE,$1.46
Cooper Service Area,CELLULOSE OXD 4X2IN ABS HMSTC SNW SRGCL FBRC LF NS,$580.79
Cooper Service Area,CELLULOSE OXD 4X4IN ABS HMSTC SNW SRGCL,$726.00
Cooper Service Area,CEMENT ASTIVOS 10 KYPHON  [T041320S],$606.25
Cooper Service Area,CEMENT BN 10CC HYDROSET XT INJ HA [897010],"$11,579.08"
Cooper Service Area,CEMENT BN 15CC HYDROSET XT INJ  [897015],"$16,615.28"
Cooper Service Area,CEMENT BN 15ML HDRSET BN SUB VOID FIL CA PHOS [397015],"$16,866.36"
Cooper Service Area,CEMENT BN 5CC HYDROSET XT INJ HA [897005],"$12,639.10"
Cooper Service Area,CEMENT BN 5CC HYDROSET XT INJ HA [897005],"$6,109.50"
Cooper Service Area,CEMENT BN BIOMET R 1X40  [110035368],$291.00
Cooper Service Area,CEMENT BN BIOMET R 1X40  [110035368],$266.75
Cooper Service Area,CEMENT BN LG ENH DEMIN CORT FIBER [422205],"$3,637.50"
Cooper Service Area,CEMENT BN PALACOS R+G RADOPQ W/ GENTAMICIN [00111314001],"$1,455.00"
Cooper Service Area,CEMENT BN SIMPLEX HV  [6194-1-010],$277.61
Cooper Service Area,CEMENT BN SMART SET GHV GENTAMICIN [5450-35-500],"$3,409.55"
Cooper Service Area,CEMENT BN SMARTSET GENTAMYCIN GMV [5450-50-501],"$1,430.75"
Cooper Service Area,CEMENT BN VERTAPLEX 30% BASO4 20GM HVISC TWNPK IMPRV VSB [0406622000],"$1,611.07"
Cooper Service Area,CEMENT BN VERTAPLEX HV NO NDL SHRT XTN TUBE STR SYS KIT [0507589000],"$1,867.25"
Cooper Service Area,CEMENT BN W/ GENTAMICIN SIMPLEX HV [6195-1-010],$892.79
Cooper Service Area,CEMENT BONE COBALT HV  [402282],$363.75
Cooper Service Area,CEMENT BONE COBALT MV  [402438],$363.75
Cooper Service Area,CEMENT BONE KYPHX HV-R HIGH VISCOSITY RADIOPLAQUE [C01A],$391.88
Cooper Service Area,CEMENT BONE PALACOS-R  [00111214001],$388.00
Cooper Service Area,CEMENT BONE SIMPLEX P  [6191-1-010],$277.61
Cooper Service Area,CEMENT BONE SIMPLEX P  [6191-1-010],$276.21
Cooper Service Area,CEMENT COBALT W/GENTAMICIN (BONE CEMENT-40/20) [402283],"$1,333.75"
Cooper Service Area,CEMENT RESTRICTOR SZ18.5  [0100-18S],$533.35
Cooper Service Area,CEMENT SIMPLEX SPEEDSET  [6192-1-010],$289.55
Cooper Service Area,CEMENT SIMPLEX SPEEDSET  [6192-1-010],$276.21
Cooper Service Area,CEMENT SPINAL SYSTM CONFIDENCE  [283910000],"$7,729.49"
Cooper Service Area,CENTRALIZER 15MM INTGR IMPCT ANSWER DIST [1462659],"$1,134.90"
Cooper Service Area,CENTRALIZER 9MM INTEGRAL / IMPCT / ANSWER DIST [162656],$853.60
Cooper Service Area,CENTRALIZER DIST 10MM  [162640],$853.60
Cooper Service Area,CENTRALIZER DIST 11MM O.D.  [00785901100],$315.25
Cooper Service Area,CENTRALIZER DIST 13MM  [162658],$853.60
Cooper Service Area,CENTRALIZER DIST POST 13MM INVIS PMMA & BARIUM SULFATE [71313213],$570.85
Cooper Service Area,CENTRALIZER DIST STM SZ 15 CMNTD [162659],$853.60
Cooper Service Area,CENTRALIZER VERSYS 10MM HP SYS DIST [00785901000],$315.25
Cooper Service Area,CENTRALIZR 10MM INVIS DIST POST PMMA & BARIUM SULFATE [71313210],$570.85
Cooper Service Area,CENTRALIZR 11MM INVIS DIST POST PMMA & BARIUM SULFATE [71313211],$570.85
Cooper Service Area,CENTRALIZR DIST POST  [71313212],$570.85
Cooper Service Area,CENTRALIZR DIST POST 9MM  [71313209],$570.85
Cooper Service Area,CEPHALEXIN 250 MG CAPSULE,$1.57
Cooper Service Area,CEPHALEXIN 250 MG CAPSULE,$0.81
Cooper Service Area,CEPHALEXIN 250 MG CAPSULE,$0.64
Cooper Service Area,CEPHALEXIN 250 MG/5 ML ORAL SUSPENSION,$5.58
Cooper Service Area,CEPHALEXIN 250 MG/5 ML ORAL SUSPENSION,$2.49
Cooper Service Area,CEPHALEXIN 500 MG CAPSULE,$1.44
Cooper Service Area,CEPHALEXIN 500 MG CAPSULE,$1.26
Cooper Service Area,CEPHALEXIN 500 MG CAPSULE,$1.06
Cooper Service Area,CEPHALEXIN 500 MG CAPSULE,$0.88
Cooper Service Area,CETUXIMAB 100 MG/50 ML INTRAVENOUS SOLUTION,"$3,091.88"
Cooper Service Area,CETUXIMAB 200 MG/100 ML INTRAVENOUS SOLUTION,"$6,183.75"
Cooper Service Area,CHANNEL PROCLAIM 5  [3661],"$86,102.05"
Cooper Service Area,CHANNEL PROCLAIM 5 ELITE ,"$84,647.05"
Cooper Service Area,CHARGER PROGRAMMER/CHARGER ,"$10,530.56"
Cooper Service Area,CHERRY FLAVOR (BULK) ORAL SYRUP,$67.51
Cooper Service Area,CHISEL BLADE SIZE 10X40 S ,"$1,353.15"
Cooper Service Area,CHISEL BLADE SIZE 10X60 S ,"$1,353.15"
Cooper Service Area,CHISEL BLADE SIZE 12X40 S ,"$1,353.15"
Cooper Service Area,CHISEL BLADE SIZE 8X38 C ,"$1,644.15"
Cooper Service Area,CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,$9.24
Cooper Service Area,CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,$8.66
Cooper Service Area,CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,$0.80
Cooper Service Area,CHLORHEXIDINE GLUCONATE 0.12% MOUTHWASH,$10.91
Cooper Service Area,CHLORHEXIDINE GLUCONATE 0.12% MOUTHWASH,$9.68
Cooper Service Area,CHLORHEXIDINE GLUCONATE 4 % TOPICAL LIQUID,$0.50
Cooper Service Area,CHLOROPROCAINE (PF) 20 MG/ML (2 %) INJECTION SOLUTION,$103.40
Cooper Service Area,CHLOROPROCAINE (PF) 20 MG/ML (2 %) INJECTION SOLUTION,$5.17
Cooper Service Area,CHLOROPROCAINE (PF) 30 MG/ML (3 %) INJECTION SOLUTION,$108.54
Cooper Service Area,CHLOROQUINE 250 MG TABLET,$6.21
Cooper Service Area,CHLOROTHIAZIDE 250 MG/5 ML ORAL SUSPENSION,$7.06
Cooper Service Area,CHLOROTHIAZIDE 500 MG TABLET,$4.81
Cooper Service Area,CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION,"$1,443.85"
Cooper Service Area,CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION,$776.00
Cooper Service Area,CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION,$484.03
Cooper Service Area,CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION,$291.00
Cooper Service Area,CHLORPHENIRAMINE 4 MG TABLET,$0.61
Cooper Service Area,CHLORPHENIRAMINE 4 MG TABLET,$0.50
Cooper Service Area,CHLORPROMAZINE 10 MG TABLET,$21.44
Cooper Service Area,CHLORPROMAZINE 10 MG TABLET,$16.68
Cooper Service Area,CHLORPROMAZINE 10 MG TABLET,$12.83
Cooper Service Area,CHLORPROMAZINE 100 MG TABLET,$71.90
Cooper Service Area,CHLORPROMAZINE 100 MG TABLET,$48.52
Cooper Service Area,CHLORPROMAZINE 100 MG TABLET,$37.32
Cooper Service Area,CHLORPROMAZINE 25 MG TABLET,$30.91
Cooper Service Area,CHLORPROMAZINE 25 MG TABLET,$18.33
Cooper Service Area,CHLORPROMAZINE 25 MG/ML INJECTION SOLUTION,$73.04
Cooper Service Area,CHLORPROMAZINE 50 MG TABLET,$44.73
Cooper Service Area,CHLORPROMAZINE 50 MG TABLET,$26.13
Cooper Service Area,CHLORTHALIDONE 25 MG TABLET,$9.28
Cooper Service Area,CHLORTHALIDONE 25 MG TABLET,$4.69
Cooper Service Area,CHLORTHALIDONE 25 MG TABLET,$1.21
Cooper Service Area,CHOLANGIOGRAM LAP KIT ARROW  [CS-01701],$460.75
Cooper Service Area,CHOLECALCIFEROL (VITAMIN D3) 10 MCG/ML (400 UNIT/ML) ORAL DROPS,$0.50
Cooper Service Area,"CHOLECALCIFEROL (VITAMIN D3) 25 MCG (1,000 UNIT) TABLET",$0.50
Cooper Service Area,CHOLESTYRAMINE (WITH SUGAR) 4 GRAM POWDER FOR SUSP IN A PACKET,$9.95
Cooper Service Area,CHOLESTYRAMINE (WITH SUGAR) 4 GRAM POWDER FOR SUSP IN A PACKET,$9.94
Cooper Service Area,CHOLESTYRAMINE-ASPARTAME 4 GRAM ORAL POWDER FOR SUSP IN A PACKET,$9.95
Cooper Service Area,CHROMIUM CHLORIDE 4 MCG/ML INTRAVENOUS SOLUTION,$124.16
Cooper Service Area,CIDOFOVIR 75 MG/ML INTRAVENOUS SOLUTION,"$4,795.29"
Cooper Service Area,CIDOFOVIR 75 MG/ML INTRAVENOUS SOLUTION,"$3,589.00"
Cooper Service Area,CILOSTAZOL 100 MG TABLET,$2.58
Cooper Service Area,CILOSTAZOL 100 MG TABLET,$1.77
Cooper Service Area,CILOSTAZOL 50 MG TABLET,$1.54
Cooper Service Area,CINACALCET 30 MG TABLET,$130.42
Cooper Service Area,CINACALCET 30 MG TABLET,$125.29
Cooper Service Area,CINACALCET 30 MG TABLET,$110.86
Cooper Service Area,CINCH MNSCL CRVD TIP  [AR-4500],"$1,382.25"
Cooper Service Area,CINCH MNSCL II W/ DPTH STP  [AR-4501],"$1,915.75"
Cooper Service Area,CIPROFLOXACIN 0.3 % EYE DROPS,$64.75
Cooper Service Area,CIPROFLOXACIN 0.3 % EYE DROPS,$43.65
Cooper Service Area,CIPROFLOXACIN 0.3 % EYE DROPS,$37.10
Cooper Service Area,CIPROFLOXACIN 0.3 % EYE DROPS,$31.28
Cooper Service Area,"CIPROFLOXACIN 0.3 %-DEXAMETHASONE 0.1 % EAR DROPS,SUSPENSION","$1,145.09"
Cooper Service Area,CIPROFLOXACIN 200 MG/100 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$11.64
Cooper Service Area,CIPROFLOXACIN 250 MG TABLET,$1.46
Cooper Service Area,CIPROFLOXACIN 250 MG TABLET,$0.99
Cooper Service Area,CIPROFLOXACIN 400 MG/200 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$19.40
Cooper Service Area,CIPROFLOXACIN 400 MG/200 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$14.55
Cooper Service Area,CIPROFLOXACIN 400 MG/200 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$12.61
Cooper Service Area,CIPROFLOXACIN 400 MG/40 ML INTRAVENOUS SOLUTION,$15.13
Cooper Service Area,CIPROFLOXACIN 500 MG TABLET,$4.17
Cooper Service Area,CIPROFLOXACIN 500 MG TABLET,$1.69
Cooper Service Area,CIPROFLOXACIN 500 MG TABLET,$1.41
Cooper Service Area,CIPROFLOXACIN 500 MG TABLET,$0.92
Cooper Service Area,CIPROFLOXACIN 500 MG TABLET,$0.87
Cooper Service Area,CIPROFLOXACIN 750 MG TABLET,$2.55
Cooper Service Area,CIPROFLOXACIN 750 MG TABLET,$0.85
Cooper Service Area,CIRCUIT ANGIOVAC W/ BUBBLE TRP F/ EXTRACORPOREAL BYPS,"$7,275.00"
Cooper Service Area,CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION,$133.38
Cooper Service Area,CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION,$122.71
Cooper Service Area,CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION,$111.55
Cooper Service Area,CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION,$76.05
Cooper Service Area,CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION,$69.94
Cooper Service Area,CISATRACURIUM 2 MG/ML IV,$103.06
Cooper Service Area,CISATRACURIUM CONCENTRATE 10 MG/ML (ICU USE ONLY) INTRAVENOUS SOLUTION,"$1,440.45"
Cooper Service Area,CISATRACURIUM CONCENTRATE 10 MG/ML (ICU USE ONLY) INTRAVENOUS SOLUTION,"$1,325.21"
Cooper Service Area,CISATRACURIUM CONCENTRATE 10 MG/ML (ICU USE ONLY) INTRAVENOUS SOLUTION,"$1,311.93"
Cooper Service Area,CISPLATIN 1 MG/ML INTRAVENOUS SOLUTION,$97.73
Cooper Service Area,CISPLATIN 1 MG/ML INTRAVENOUS SOLUTION,$87.54
Cooper Service Area,CITRIC ACID (BULK) POWDER,"$1,370.13"
Cooper Service Area,CLADRIBINE 10 MG/10 ML INTRAVENOUS SOLUTION,"$2,109.75"
Cooper Service Area,CLAMP 11MM BAR TO BAR  [00445201511],"$1,891.02"
Cooper Service Area,CLAMP 150MM HII HYBRID RNG EX FIX HOFFMANN2 [4936-0-015],"$1,860.70"
Cooper Service Area,CLAMP 2 HOLE PIN EXT FIX  [4960-2-020],"$1,539.92"
Cooper Service Area,CLAMP 4 HL CLUSTER  [4941-2-020],"$1,528.82"
Cooper Service Area,CLAMP 4 HOLE STRAIGHT RAIL  [06370],"$7,279.61"
Cooper Service Area,CLAMP 5 TO 10.5 QUICK  [71067372],"$3,411.98"
Cooper Service Area,CLAMP ADJ 4.0MM F/ DIST RDS FXTR [390.051],"$4,180.36"
Cooper Service Area,CLAMP ADJ MNDB XTRNFX  [03.305.006],"$1,530.47"
Cooper Service Area,CLAMP BAR TO BAR  [00445501511],"$2,325.58"
Cooper Service Area,CLAMP BAR TO BAR 7106002  [7106002],"$3,955.18"
Cooper Service Area,CLAMP BLU SIDE BY SIDE ,"$7,459.30"
Cooper Service Area,CLAMP CMBN 8.0/11.0MM F/ XTRNFXTR [390.037],"$3,325.35"
Cooper Service Area,CLAMP CNCT 3.0MM/3.0MM  [395.133],"$3,564.99"
Cooper Service Area,CLAMP DSTRCT F/ RODS  [395.575],"$3,849.93"
Cooper Service Area,CLAMP EX FIX 6MM 5 HL PIN HOFFMAN II [4921-2-020],"$2,397.06"
Cooper Service Area,CLAMP EX FIX BLU 20MM MNTB TRIAX 1 PIN 5 HL [5150-3-070],"$3,999.46"
Cooper Service Area,CLAMP EX FIX MNIRL T 3 MM DIA ,$976.79
Cooper Service Area,CLAMP EX FIX RED 25MM MNTB TRIAX 1 PIN [5150-3-075],"$4,940.55"
